OrthoGroupID	Description	#Species	#Single-Copy	#Multi-Copy	ProtMedianLength	EvoRate	BiologicalProcesses	InterProDomains
EOG091G0L4M	"ATPase, OSCP/delta subunit"	315	286	29	209	1.0113	GO:0009058;GO:0015986;GO:0034641;GO:0044281;GO:0055085	IPR000711;IPR026015
EOG091G0L4Z	"Ly1 antibody reactive"	283	269	14	363	1.2026	NA	IPR014898
EOG091G0L5D	"transmembrane emp24 domain trafficking protein 2"	306	269	37	202	0.7556	NA	IPR009038;IPR015720
EOG091G0L5H	"ovarian tumor suppressor candidate 2"	238	226	12	227	1.2495	GO:0032526	IPR005645;IPR029058
EOG091G0L5I	"K Homology domain"	298	279	19	237	0.7407	NA	IPR004087;IPR004088
EOG091G0L5X	"mitochondrial ribosomal protein L11"	256	244	12	193	0.9668	GO:0009058	IPR000911;IPR006519;IPR020783;IPR020784
EOG091G0L5Z	"GID complex subunit 4 homolog"	288	262	26	203	0.68	NA	IPR018618
EOG091G0L66	"YEATS domain containing 4"	310	288	22	227	0.8136	NA	IPR005033
EOG091G0L84	"cyclin B3"	316	289	27	478	1.0693	GO:0000079;GO:0010389	IPR004367;IPR006671;IPR013763;IPR015452
EOG091G0LAR	"cysteine dioxygenase type 1"	310	283	27	201	0.9082	GO:0046439;GO:0055114	IPR010300;IPR011051;IPR014710
EOG091G0LB8	"UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)"	302	286	16	447	1.3043	GO:0007420	IPR007146;IPR018972
EOG091G0LBN	"ribosomal RNA processing 15 homolog"	308	293	15	261	1.1733	NA	IPR012459
EOG091G0LCK	"mitochondrial ribosomal protein L30"	308	289	19	171	1.1451	NA	IPR016082
EOG091G0LCT	"mitochondrial ribosomal protein L45"	317	293	24	309	1.0248	NA	IPR007379;IPR032710
EOG091G0LFF	"Ribosomal protein L15e"	321	266	55	204	0.6872	GO:0009058	IPR000439;IPR012678;IPR020925;IPR024794
EOG091G0LIN	"charged multivesicular body protein 5"	318	283	35	219	0.7665	GO:0007034	IPR005024
EOG091G0LKE	"TP53 regulating kinase"	292	278	14	233	1.0677	GO:0006464;GO:0006468	IPR000719;IPR008266;IPR010440;IPR011009;IPR022495
EOG091G0LMQ	"deleted in primary ciliary dyskinesia homolog (mouse)"	278	273	5	203	1.0872	GO:0003351;GO:0007283;GO:0007368;GO:0021591;GO:0021670;GO:0021678;GO:0030317;GO:0060972	IPR026224
EOG091G0LMX	"peroxisomal biogenesis factor 13"	295	273	22	390	1.1739	GO:0016560	IPR001452;IPR007223
EOG091G0LMY	"ribonuclease P/MRP 30kDa subunit"	305	286	19	268	1.2494	GO:0006399;GO:0008033;GO:0034641	IPR002738;IPR016195
EOG091G0LO1	"polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)"	309	295	14	206	0.8538	GO:0009058;GO:0034641	IPR004519;IPR005576;IPR012340;IPR013238
EOG091G0LP5	"mitochondrial ribosomal protein S31"	307	291	16	370	1.1071	NA	IPR026299
EOG091G0LPW	"ER membrane protein complex subunit 10"	230	221	9	233	1.2982	NA	IPR029615
EOG091G0LRI	"transmembrane protein 165"	320	297	23	288	0.9152	NA	IPR001727
EOG091G0LS0	"coiled-coil domain containing 25"	311	279	32	207	0.7842	NA	IPR008532
EOG091G0LT0	"Vacuolar protein sorting-associated, VPS28"	269	243	26	217	0.7257	GO:0031397;GO:0045732;GO:2000397	IPR007143;IPR017898;IPR017899
EOG091G0LT1	"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)"	307	288	19	175	0.836	GO:0006091;GO:0022900	IPR006885
EOG091G0LT7	"peroxisomal biogenesis factor 14"	303	292	11	321	1.3337	GO:0016558;GO:0016560	IPR006785;IPR025655
EOG091G0LTE	"mitochondrial ribosomal protein S26"	289	279	10	207	1.2224	NA	IPR026140
EOG091G0LVQ	"chromosome 11 open reading frame 73"	305	298	7	197	0.9469	GO:0006606;GO:0007030;GO:0030324;GO:0034605	IPR008493;IPR031318
EOG091G0LZ0	"PUA domain"	307	250	57	181	0.7328	NA	IPR002478;IPR004521;IPR015947;IPR016437
EOG091G0M04	"N(alpha)-acetyltransferase 40, NatD catalytic subunit"	277	253	24	216	1.0638	NA	IPR000182;IPR016181
EOG091G0M09	"Ribosome-binding factor A"	272	262	10	306	1.5485	NA	IPR000238;IPR015946;IPR023799
EOG091G0M0J	"phosphatidylinositol glycan anchor biosynthesis, class C"	275	248	27	286	1.1886	GO:0006464;GO:0006629;GO:0009058	IPR009450
EOG091G0M0S	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa"	321	299	22	172	1.0086	NA	IPR010625;IPR016680
EOG091G0M0T	"VPS29 retromer complex component"	314	247	67	182	0.6165	GO:0042147	IPR000979;IPR024654;IPR029052
EOG091G0M12	"Thymidylate kinase"	305	285	20	211	1.0762	GO:0006233	IPR018094;IPR018095;IPR027417
EOG091G0M22	"tubulin folding cofactor B"	263	252	11	244	0.9739	NA	IPR000626;IPR000938;IPR029071
EOG091G0M24	"translocase of inner mitochondrial membrane 21 homolog (yeast)"	306	297	9	230	1.092	GO:0030150;GO:0055085	IPR013261
EOG091G0M3C	"lactamase, beta 2"	315	295	20	288	1.0038	NA	IPR001279
EOG091G0M4K	"FSHD region gene 1"	317	289	28	258	0.9052	NA	IPR008999;IPR010414
EOG091G0M4Q	"ribonuclease H2, subunit B"	304	287	17	303	1.3567	NA	IPR019024
EOG091G0M8S	"mediator complex subunit 4"	319	293	26	254	0.9835	NA	IPR019258
EOG091G0MB2	"anaphase promoting complex subunit 10"	312	286	26	185	0.7632	GO:0030071;GO:0031145	IPR004939;IPR008979;IPR016901
EOG091G0MBG	"mitochondrial ribosomal protein L44"	305	293	12	327	1.2515	GO:0034641	IPR000999;IPR014720
EOG091G0MBX	"zinc finger protein 830"	296	282	14	298	1.3092	GO:0007067;GO:0033260;GO:0044773;GO:0060729	NA
EOG091G0MCM	"mitochondrial ribosomal protein S11"	303	282	21	194	1.0277	GO:0009058	IPR001971;IPR018102
EOG091G0MCZ	"coiled-coil domain containing 97"	236	226	10	343	1.3364	NA	IPR018613
EOG091G0MDD	"MRT4 homolog, ribosome maturation factor"	308	281	27	239	0.8767	NA	IPR001790
EOG091G0MDG	"ER membrane protein complex subunit 7"	309	288	21	233	0.883	NA	IPR013784;IPR019008
EOG091G0MDT	"CDP-diacylglycerol--inositol 3-phosphatidyltransferase"	259	245	14	216	0.8725	GO:0006629;GO:0008654;GO:0009058	IPR000462;IPR014387
EOG091G0MF6	"polymerase (RNA) II (DNA directed) polypeptide G"	257	246	11	172	0.6337	GO:0009058;GO:0034641	IPR003029;IPR005576;IPR012340;IPR022967
EOG091G0MG7	"family with sequence similarity 206, member A"	306	290	16	181	1.077	NA	IPR002930;IPR011053
EOG091G0MHM	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13"	242	229	13	150	1.1452	NA	IPR009346
EOG091G0MI7	"DnaJ (Hsp40) homolog, subfamily C, member 8"	317	289	28	252	0.8569	NA	IPR001623
EOG091G0MJA	"mediator complex subunit 6"	320	300	20	246	0.8172	NA	IPR007018;IPR016820
EOG091G0MKY	"Ribosomal protein L19/L19e domain"	307	239	68	196	0.6649	GO:0009058	IPR000196;IPR015972;IPR015974;IPR023638;IPR027547
EOG091G0MLD	"chromosome 19 open reading frame 47"	276	261	15	398	1.1826	NA	IPR013761
EOG091G0MLX	"SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae)"	315	253	62	194	0.7634	GO:0006397;GO:0034641	IPR006811
EOG091G0MMY	"DnaJ (Hsp40) homolog, subfamily C, member 9"	274	255	19	259	1.0713	GO:0035176	IPR001623;IPR018253
EOG091G0MP6	"ubiquitin-fold modifier conjugating enzyme 1"	263	249	14	167	0.637	GO:0034976;GO:0071569;GO:1990592	IPR014806;IPR016135
EOG091G0MRS	"ADP-ribosylation factor-like 1"	316	301	15	180	0.6264	GO:0007264	IPR005225;IPR006689;IPR024156;IPR027417
EOG091G0MS7	"suppressor of defective silencing 3 homolog (S. cerevisiae)"	286	257	29	327	1.0381	GO:0016575;GO:0021762;GO:0043065	IPR013907
EOG091G0MSB	"stomatin (EPB72)-like 2"	304	275	29	356	0.752	NA	IPR001107;IPR001972;IPR032435
EOG091G0MSR	"chromosome 8 open reading frame 82"	244	239	5	216	0.9607	GO:0042060	IPR028108
EOG091G0MUD	"Inosine triphosphate pyrophosphatase"	312	298	14	191	0.78	GO:0009143	IPR002637;IPR027502;IPR029001
EOG091G0MVL	"Manganese/iron superoxide dismutase"	316	287	29	219	0.8071	GO:0006801;GO:0055114	IPR001189;IPR019831;IPR019832;IPR019833
EOG091G0MVR	"CD2 (cytoplasmic tail) binding protein 2"	245	239	6	340	1.2808	NA	IPR003169
EOG091G0MY0	"SYF2 pre-mRNA-splicing factor"	314	289	25	231	0.8601	GO:0007095;GO:0007369;GO:0048568	IPR013260
EOG091G0MY8	"ribosomal L1 domain containing 1"	305	280	25	445	1.479	NA	IPR016094;IPR023674;IPR028364
EOG091G0MZC	"zinc finger, RAN-binding domain containing 2"	303	286	17	317	0.7926	NA	IPR001876;IPR017337
EOG091G0N0A	"zinc finger protein 207"	314	283	31	458	0.6649	NA	IPR007087;IPR015880
EOG091G0N0R	"mitochondrial ribosomal protein L4"	258	249	9	294	0.9124	GO:0009058	IPR002136;IPR013005;IPR023574
EOG091G0N0U	"organic solute carrier partner 1"	301	271	30	362	1.1906	GO:1903955	IPR019332
EOG091G0N2F	"HD domain containing 2"	316	307	9	194	0.9689	NA	IPR003607;IPR006674
EOG091G0N9D	"mediator complex subunit 7"	298	288	10	230	0.9341	NA	IPR009244
EOG091G0N9Z	"signal peptidase complex subunit 2"	307	283	24	197	0.9562	GO:0006465;GO:0034641	IPR009582
EOG091G0NH9	"trafficking protein particle complex 5"	253	233	20	188	0.7863	NA	IPR007194;IPR016696;IPR024096
EOG091G0NIU	"Transcription initiation Spt4"	294	275	19	117	0.7187	GO:0032786	IPR009287;IPR016046;IPR022800;IPR029040
EOG091G0NIY	"N(alpha)-acetyltransferase 20, NatB catalytic subunit"	303	275	28	173	0.6982	NA	IPR000182;IPR016181
EOG091G0NK3	"dynactin 5 (p25)"	311	293	18	182	0.7771	NA	IPR001451;IPR011004
EOG091G0NKD	"6-phosphogluconolactonase"	261	249	12	246	0.9934	GO:0005975;GO:0006098;GO:0034641;GO:0044281;GO:0051186	IPR005900;IPR006148
EOG091G0NM1	"gem (nuclear organelle) associated protein 2"	307	293	14	264	1.2793	GO:0000245;GO:0000387	IPR017364
EOG091G0NMJ	"breast carcinoma amplified sequence 2"	308	282	26	225	0.843	GO:0006397;GO:0034641	IPR008409
EOG091G0NNO	"coenzyme Q6 monooxygenase"	314	303	11	466	1.0191	GO:0006744;GO:0009058;GO:0044281;GO:0051186;GO:0055114	IPR000689;IPR002938;IPR010971;IPR018168;IPR023753
EOG091G0NOA	"SDE2 telomere maintenance homolog (S. pombe)"	310	303	7	292	1.0184	NA	IPR024974
EOG091G0NP6	"Mitochondrial inner membrane translocase complex, subunit Tim23"	314	288	26	204	0.9569	GO:0071806	IPR003397;IPR005681
EOG091G0NP7	"chromosome 17 open reading frame 59"	250	241	9	285	1.3581	NA	IPR019314
EOG091G0NQW	"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H"	321	288	33	481	0.8434	GO:0015991;GO:0055085	IPR004908;IPR011987;IPR011989;IPR016024
EOG091G0NRN	"translin"	294	290	4	228	0.925	NA	IPR002848;IPR016068;IPR016069
EOG091G0NTO	"NFKB activating protein"	314	235	79	381	0.7309	GO:0019827;GO:0030097;GO:0030851;GO:0033077;GO:0046638;GO:0071425;GO:1903955	IPR009269
EOG091G0NTZ	"suppressor of Ty 3 homolog (S. cerevisiae)"	308	289	19	324	1.2827	GO:0009058;GO:0034641	IPR003195;IPR009072
EOG091G0NVA	"NIP7, nucleolar pre-rRNA processing protein"	275	254	21	180	0.7366	NA	IPR002478;IPR005155;IPR015947;IPR016686
EOG091G0O40	"POP4 homolog, ribonuclease P/MRP subunit"	294	281	13	217	1.192	GO:0006379;GO:0006399;GO:0008033;GO:0034641	IPR002730;IPR016848;IPR023534
EOG091G0O4W	"tryptophan rich basic protein"	273	261	12	170	1.2837	GO:0071816	IPR028945
EOG091G0O5A	"HscB mitochondrial iron-sulfur cluster co-chaperone"	242	230	12	235	1.3209	GO:0006461;GO:0051259;GO:0065003	IPR001623;IPR004640;IPR009073
EOG091G0O6E	"mitochondrial ribosomal protein L19"	320	302	18	289	0.9719	NA	IPR001857;IPR008991
EOG091G0O7O	"COP9 signalosome subunit 8"	297	282	15	187	1.1704	GO:0007250;GO:0008285;GO:0010388	IPR011991
EOG091G0O97	"nucleoporin 88kDa"	308	270	38	647	1.3837	NA	IPR019321
EOG091G0O9D	"transmembrane emp24-like trafficking protein 10 (yeast)"	305	274	31	206	0.79	NA	IPR009038;IPR015720
EOG091G0OFC	"proteasome (prosome, macropain) assembly chaperone 2"	301	277	24	248	1.3125	GO:0007094;GO:0043248	IPR019151
EOG091G0OHF	"VPS35 retromer complex component"	326	296	30	796	0.779	GO:0042147	IPR005378;IPR016024
EOG091G0OI8	"actin related protein 2/3 complex, subunit 4, 20kDa"	284	252	32	168	0.6061	GO:0006461;GO:0030041;GO:0034314;GO:0065003	IPR008384
EOG091G0OM4	"acireductone dioxygenase 1"	302	265	37	179	0.8636	GO:0019509;GO:0055114	IPR004313;IPR011051;IPR014710;IPR027496
EOG091G0ONT	"transmembrane protein 41B"	315	297	18	277	0.8885	NA	IPR015414;IPR032816
EOG091G0OPI	"RNA methyltransferase like 1"	289	276	13	418	1.3046	GO:0001510;GO:0034641	IPR001537;IPR013123;IPR029026;IPR029028;IPR029064
EOG091G0OTI	"cytokine induced apoptosis inhibitor 1"	314	297	17	306	1.1319	GO:0009058;GO:0016226;GO:0030097	IPR007785;IPR029063
EOG091G0OUM	"actin related protein 2/3 complex, subunit 3, 21kDa"	307	268	39	178	0.7501	GO:0030833;GO:0034314	IPR007204
EOG091G0OWC	"mediator complex subunit 20"	309	298	11	212	1.0092	NA	IPR013921
EOG091G0OWI	"replication termination factor 2 domain containing 1"	311	300	11	302	1.0548	GO:0002119;GO:0006898;GO:0009792;GO:0010171;GO:0040011	IPR006735;IPR027799
EOG091G0OY0	"loss of heterozygosity, 12, chromosomal region 1"	310	290	20	196	1.0986	NA	IPR018780
EOG091G0P4K	"CCR4-NOT transcription complex, subunit 11"	313	289	24	445	0.8803	NA	IPR019312
EOG091G0P5H	"transmembrane protein 208"	268	261	7	173	1.0588	GO:0006624	IPR008506
EOG091G0P5N	"Prefoldin"	321	298	23	190	0.8614	NA	IPR004127;IPR009053;IPR016655
EOG091G0P9B	"mitochondrial ribosomal protein S25"	311	299	12	170	0.9463	NA	IPR007741;IPR012336
EOG091G0PAG	"N(alpha)-acetyltransferase 50, NatE catalytic subunit"	318	289	29	169	0.6607	NA	IPR000182;IPR016181
EOG091G0PD3	"mitochondrial ribosomal protein L43"	276	265	11	182	1.0496	NA	IPR007741;IPR012336
EOG091G0PEI	"BUD31 homolog"	312	292	20	144	0.5998	NA	IPR001748;IPR018230
EOG091G0PGM	"mitochondrial fission process 1"	262	245	17	165	0.9802	NA	IPR019560
EOG091G0PHL	"V-ATPase proteolipid subunit C-like domain"	310	275	35	207	0.8164	GO:0006811;GO:0015991	IPR000245;IPR002379
EOG091G0PIU	"ESCRT-II complex, vps25 subunit"	291	285	6	175	0.9877	NA	IPR008570;IPR011991;IPR014041
EOG091G0PL0	"snurportin 1"	295	277	18	357	1.1669	GO:0006606	IPR002652;IPR017336;IPR024721
EOG091G0PNO	"phosphomevalonate kinase"	261	252	9	192	1.0519	GO:0006629;GO:0006695;GO:0009058;GO:0044281	IPR005919;IPR027417
EOG091G0PNP	"Wilms tumor 1 associated protein"	311	275	36	396	0.9286	NA	IPR029732
EOG091G0PUZ	"Ribosomal protein L13"	273	230	43	203	0.797	GO:0009058	IPR005755;IPR005822;IPR023563;IPR023564
EOG091G0PVT	"mitochondrial ribosomal protein L32"	300	281	19	188	1.1681	GO:0009058	IPR002677;IPR011332
EOG091G0PXB	"Alpha/beta knot methyltransferases"	298	283	15	237	0.7605	NA	IPR005304;IPR029028
EOG091G0Q02	"meiotic nuclear divisions 1"	261	244	17	205	1.0112	NA	IPR005647
EOG091G0Q05	"aminoacyl tRNA synthetase complex-interacting multifunctional protein 2"	306	285	21	315	1.4144	GO:0008285;GO:0031398;GO:0060510	IPR004046;IPR010987;IPR031889
EOG091G0Q1X	"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa"	315	298	17	162	0.781	GO:0006352;GO:0009058;GO:0034641	IPR003228;IPR009072
EOG091G0Q27	"chromosome 4 open reading frame 27"	311	281	30	346	1.1787	NA	IPR019361
EOG091G0Q58	"exosome component 3"	295	279	16	238	0.9723	NA	IPR004088;IPR012340;IPR026699
EOG091G0Q7M	"nudix (nucleoside diphosphate linked moiety X)-type motif 14"	299	266	33	215	1.1726	NA	IPR000086;IPR004385;IPR015797
EOG091G0QBN	"Archease"	309	288	21	162	0.8758	NA	IPR002804;IPR023572
EOG091G0QCX	"Ribosomal protein L13"	299	282	17	178	0.9477	GO:0009058	IPR005822;IPR005823;IPR023564
EOG091G0QE1	"2-aminoethanethiol (cysteamine) dioxygenase"	239	208	31	250	1.336	GO:0055114	IPR011051;IPR012864;IPR014710
EOG091G0QEQ	"chromosome 9 open reading frame 78"	301	279	22	289	0.9604	NA	IPR010756
EOG091G0QGZ	"ribosomal protein L23"	301	249	52	140	0.5816	GO:0009058	IPR000218;IPR019972;IPR023571
EOG091G0QIP	"dynactin 6"	301	270	31	189	0.95	NA	IPR001451;IPR011004;IPR027777
EOG091G0QJA	"polymerase (RNA) II (DNA directed) polypeptide H"	311	295	16	150	0.6681	GO:0009058;GO:0034641	IPR005570;IPR012340
EOG091G0QKK	"Ribosomal protein S4/S9"	264	240	24	182	0.858	NA	IPR001912;IPR002942;IPR022801
EOG091G0QNR	"THO complex 7"	305	282	23	204	1.0462	GO:0006397;GO:0034641	IPR008501
EOG091G0QNW	"GINS complex subunit 3 (Psf3 homolog)"	278	267	11	211	1.2455	NA	IPR010492;IPR021151
EOG091G0QPG	"transmembrane and coiled-coil domains 1"	307	297	10	183	0.7133	NA	IPR002809;IPR008559
EOG091G0QRW	"Ribosomal protein S5 domain 2-type fold"	316	275	41	146	0.6326	GO:0009058	IPR000754;IPR014721;IPR020568;IPR020574
EOG091G0QS4	"signal sequence receptor, gamma (translocon-associated protein gamma)"	313	289	24	185	0.7793	GO:0006605;GO:0006613	IPR009779
EOG091G0QS6	"Uncharacterized protein"	289	264	25	140	1.0953	GO:0009058	IPR000266;IPR012340
EOG091G0QUH	"corepressor interacting with RBPJ, 1"	293	274	19	374	0.8904	NA	IPR019339
EOG091G0QW9	"vesicle (multivesicular body) trafficking 1"	317	304	13	304	1.0271	GO:0071985	IPR023175
EOG091G0QZ2	"mitochondrial ribosomal protein S10"	297	284	13	174	0.9112	NA	IPR027486
EOG091G0R04	"zinc finger, matrin-type 2"	312	293	19	198	0.708	NA	IPR003604;IPR015880;IPR022755
EOG091G0R0A	"RWD domain containing 4"	302	291	11	188	1.0711	NA	IPR006575;IPR016135
EOG091G0R21	"protein tyrosine phosphatase, mitochondrial 1"	292	275	17	190	1.0151	GO:0006464;GO:0006470;GO:0016311;GO:0035335	IPR000340;IPR000387;IPR016130;IPR024950;IPR029021
EOG091G0R3S	"phosphopantothenoylcysteine synthetase"	278	259	19	311	1.0254	NA	IPR007085
EOG091G0R6Z	"Ribosomal protein L6"	317	248	69	190	0.7339	GO:0009058	IPR000702;IPR002359;IPR020040
EOG091G0R9X	"density-regulated protein"	303	285	18	193	0.8873	NA	IPR001950;IPR005873
EOG091G0RA2	"iron-sulfur cluster assembly enzyme"	308	257	51	158	0.6323	GO:0009058;GO:0016226	IPR002871;IPR011339
EOG091G0RCI	"Ribonuclease H domain"	308	272	36	271	1.1596	NA	IPR002156;IPR012337
EOG091G0RHX	"Succinate dehydrogenase"	299	270	29	159	1.2204	NA	IPR007992
EOG091G0RI9	"mitochondrial ribosomal protein L40"	303	292	11	197	1.2219	NA	IPR019192
EOG091G0RKU	"transmembrane protein 18"	287	278	9	143	1.0218	GO:0016477	IPR026721
EOG091G0RM8	"Integral membrane protein SYS1"	305	290	15	156	0.9908	NA	IPR016973;IPR019185
EOG091G0RPE	"TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa"	309	232	77	251	0.9027	GO:0006352;GO:0009058;GO:0034641	IPR003162;IPR009072
EOG091G0RR3	"chromosome X open reading frame 56"	311	279	32	221	0.8527	NA	IPR029704
EOG091G0RRA	"LSM12 homolog"	289	262	27	195	1.0204	NA	IPR019181
EOG091G0RRE	"SAP30 binding protein"	300	279	21	308	0.9209	NA	IPR012479
EOG091G0RRN	"endothelial differentiation-related factor 1"	311	284	27	147	0.7472	NA	IPR001387;IPR010982;IPR013729
EOG091G0RRT	"oligosaccharyltransferase complex subunit (non-catalytic)"	303	280	23	149	0.7229	NA	IPR021149
EOG091G0RT1	"charged multivesicular body protein 2A"	279	268	11	222	0.6785	GO:0007034	IPR005024
EOG091G0RTI	"zinc finger, C4H2 domain containing"	311	300	11	224	0.932	GO:0007399	IPR018482
EOG091G0RTZ	"splicing factor 3b, subunit 6, 14kDa"	309	294	15	125	0.6354	NA	IPR000504;IPR012677
EOG091G0RVD	"trafficking protein particle complex 1"	248	240	8	145	0.8528	NA	IPR007233;IPR011012
EOG091G0RWI	"family with sequence similarity 192, member A"	309	286	23	254	1.1855	NA	IPR019331
EOG091G0RWW	"coiled-coil domain containing 12"	292	281	11	162	0.8935	GO:0009792	IPR013169
EOG091G0S0I	"Putative uncharacterized protein"	229	217	12	196	0.9341	GO:0043065	IPR007277
EOG091G0S2R	"pinin, desmosome associated protein"	312	295	17	554	1.2822	NA	IPR006786;IPR006787
EOG091G0S5L	"EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase"	318	292	26	527	0.9681	GO:0008152	IPR007657
EOG091G0S8Y	"polysaccharide biosynthesis domain containing 1"	293	275	18	164	0.9134	NA	IPR008476;IPR021148;IPR023139
EOG091G0SAU	"chromosome 6 open reading frame 136"	256	238	18	314	1.217	NA	IPR018790
EOG091G0SB2	"phosphopantothenoylcysteine decarboxylase"	312	294	18	203	0.8535	GO:0008152	IPR003382
EOG091G0SBR	"immature colon carcinoma transcript 1"	293	285	8	199	1.0804	NA	IPR000352
EOG091G0SCV	"KIAA1143"	287	270	17	153	1.0936	NA	IPR027911
EOG091G0SGH	"translocase of inner mitochondrial membrane 22 homolog (yeast)"	307	295	12	194	0.9818	NA	IPR003397
EOG091G0SGT	"Ribonuclease P/MRP protein subunit Pop5"	282	271	11	159	1.3532	GO:0006399;GO:0008033;GO:0016070;GO:0034641;GO:0090501	IPR002759;IPR016819
EOG091G0SM9	"chromosome 1 open reading frame 123"	295	281	14	160	0.981	NA	IPR008584
EOG091G0SNM	"Uncharacterized protein"	317	248	69	160	0.7426	GO:0009058	IPR001147;IPR008991;IPR018259
EOG091G0SOZ	"BTB (POZ) domain containing 7"	314	287	27	1032	0.9989	NA	IPR000210;IPR011333;IPR011705
EOG091G0SQV	"trafficking protein particle complex 2-like"	286	268	18	139	0.8632	NA	IPR006722;IPR011012
EOG091G0SRJ	"transmembrane protein 11"	303	286	17	182	0.939	GO:0007005	IPR026120
EOG091G0SRZ	"Sin3A-associated protein, 18kDa"	312	289	23	153	0.7522	NA	IPR010516;IPR017250
EOG091G0SU6	"DDRGK domain containing 1"	294	287	7	294	0.7991	GO:0033146;GO:0034976;GO:0051092;GO:1901800;GO:1903721;GO:1990592	IPR011991;IPR019153
EOG091G0SV1	"phosphodiesterase 6D, cGMP-specific, rod, delta"	306	291	15	150	0.6703	GO:0007601;GO:0008152;GO:0050877	IPR008015;IPR014756;IPR017287
EOG091G0T3D	"Uncharacterized protein"	294	275	19	676	1.6313	GO:0006605;GO:0006996;GO:0007040;GO:0007596;GO:0030318;GO:0050821;GO:1903955	IPR026091
EOG091G0T3X	"M-phase phosphoprotein 6"	295	278	17	157	1.1697	GO:0000460	IPR019324
EOG091G0T5O	"BCL2/adenovirus E1B 19kDa interacting protein 1"	298	267	31	228	1.1129	GO:0007029;GO:0016320	IPR005606
EOG091G0T79	"methyltransferase like 10"	297	280	17	220	1.0581	GO:0008152;GO:0032259	IPR025714;IPR026635;IPR029063
EOG091G0TA6	"CWC15 spliceosome-associated protein"	309	282	27	229	0.8037	GO:0006397;GO:0034641	IPR006973
EOG091G0TAC	"calcium channel flower domain containing 1"	295	280	15	173	1.1549	GO:0070588	IPR019365
EOG091G0TAU	"DNA cross-link repair 1C"	271	258	13	617	1.2848	GO:0000723;GO:0006302;GO:0006310;GO:0010212;GO:0033151	IPR001279;IPR011084
EOG091G0TCJ	"mitochondrial ribosomal protein S24"	270	253	17	166	1.0249	NA	IPR026146
EOG091G0TKH	"6-pyruvoyltetrahydropterin synthase"	314	288	26	145	0.8407	GO:0006729	IPR007115;IPR022469;IPR022470
EOG091G0TM2	"mitochondrial ribosomal protein L54"	272	265	7	134	1.0121	NA	IPR013870
EOG091G0TN4	"eukaryotic translation initiation factor 1A domain containing"	255	241	14	165	0.9217	NA	IPR001253;IPR006196;IPR012340
EOG091G0TNU	"Ribosomal protein S17e"	305	236	69	133	0.6387	GO:0009058	IPR001210;IPR018273
EOG091G0TQF	"Ribosomal protein L15"	301	229	72	148	0.6994	NA	IPR001196;IPR021131;IPR030878
EOG091G0TRW	"Sulfhydryl oxidase"	294	279	15	167	0.9409	GO:0055114	IPR017905
EOG091G0TSE	"ribosomal protein S15a"	320	239	81	130	0.5884	GO:0009058	IPR000630
EOG091G0TVG	"Prefoldin"	259	231	28	155	1.0016	NA	IPR004127;IPR009053;IPR011599
EOG091G0TWR	"RNA binding motif protein 42"	267	247	20	328	0.7402	NA	IPR000504;IPR012677
EOG091G0TZ2	"NOP16 nucleolar protein"	311	283	28	178	1.2707	NA	IPR019002
EOG091G0TZU	"transmembrane protein 35"	292	279	13	166	1.0488	NA	IPR029693;IPR032808
EOG091G0TZX	"Ribosomal protein L26/L24P, eukaryotic/archaeal"	319	227	92	145	0.7217	GO:0009058	IPR005756;IPR005824;IPR005825;IPR008991;IPR014722
EOG091G0U2U	"Alpha-ketoglutarate-dependent dioxygenase alkB homologue 7"	248	232	16	224	1.0029	GO:0006631;GO:0010883;GO:1902445	IPR027450;IPR032870
EOG091G0U3W	"Uncharacterized protein"	274	252	22	193	1.0651	GO:0007283	IPR010849
EOG091G0U4B	"mediator complex subunit 19"	288	268	20	242	0.7904	NA	IPR019403
EOG091G0U75	"uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae)"	300	281	19	234	0.74	NA	IPR029057
EOG091G0UB5	"ribosomal protein S12"	320	258	62	132	0.687	GO:0009058	IPR000530;IPR004038;IPR029064
EOG091G0UE6	"TM2 domain containing 2"	268	257	11	201	0.8357	NA	IPR007829
EOG091G0UKA	"mago homolog, exon junction complex core component"	315	233	82	147	0.5744	NA	IPR004023
EOG091G0UKP	"ER membrane protein complex subunit 4"	281	265	16	175	0.8593	NA	IPR009445
EOG091G0ULR	"GINS complex"	306	296	10	223	1.0652	NA	IPR008591;IPR021151;IPR031633
EOG091G0UOM	"Prefoldin"	246	237	9	154	1.2556	NA	IPR003994;IPR004127;IPR009053
EOG091G0UQ0	"mitochondrial ribosomal protein L41"	288	277	11	135	1.0553	NA	IPR019189
EOG091G0UQZ	"ribosomal L24 domain containing 1"	302	276	26	163	0.8247	NA	IPR000988;IPR011017;IPR023441;IPR023442;IPR024546
