component_number	matrix	partition_name	edges	nodes_in_component	component_density	BUSCO_ID	BUSCO_description	SwissProt_accession	SwissProt_description	GO_annotations	ribo_found
714	Simion2017	V2META11910-42-Calc_Hmm10-BMGE05	2	3	0.6666666666666666			Q9WVF7.3	RecName: Full=DNA polymerase epsilon catalytic subunit A; AltName: Full=DNA polymerase II subunit A	GO:0008622; GO:0005654; GO:0005634; GO:0005886; GO:0051539; GO:0003682; GO:0003677; GO:0003887; GO:0000166; GO:0008310; GO:0008270; GO:0006287; GO:0071897; GO:0006260; GO:0045004; GO:0000731; GO:0048568; GO:0000082; GO:0006272; GO:0000278; GO:0006297	False
715	Simion2017	V2META12996-42-Calc_Hmm10-BMGE05	1	3	0.6666666666666666			Q15311.3	RecName: Full=RalA-binding protein 1; Short=RalBP1; AltName: Full=76 kDa Ral-interacting protein; AltName: Full=Dinitrophenyl S-glutathione ATPase; Short=DNP-SG ATPase; AltName: Full=Ral-interacting protein 1	GO:0005829; GO:0016020; GO:0042626; GO:0015238; GO:0005096; GO:0048365; GO:0017160; GO:0022857; GO:0006935; GO:1900753; GO:0006855; GO:0006897; GO:0043547; GO:0043087; GO:0051056; GO:0007165; GO:0007264; GO:0055085	False
715	Simion2017	V2META12427-42-Calc_Hmm10-BMGE05	2	3	0.6666666666666666			Q6TLK4.1	RecName: Full=Rho GTPase-activating protein 27; AltName: Full=CIN85-associated multi-domain-containing Rho GTPase-activating protein 1; AltName: Full=Rho-type GTPase-activating protein 27	GO:0005737; GO:0016020; GO:0005096; GO:0017124; GO:0043547; GO:0006898; GO:0043087; GO:0007165	False
715	Simion2017	V2META12106-42-Calc_Hmm10-BMGE05	1	3	0.6666666666666666			D3ZFJ3.1	RecName: Full=SH3 domain-binding protein 1	GO:0005912; GO:0005923; GO:0031252; GO:0005829; GO:0000145; GO:0030027; GO:0005634; GO:0001891; GO:0005096; GO:0048365; GO:0030215; GO:0017124; GO:0007015; GO:0034329; GO:0016477; GO:0045198; GO:0046847; GO:0051058; GO:0006911; GO:0043547; GO:0032956; GO:0030834; GO:0043535; GO:0097178; GO:0071526	False
716	Whelan2017_strict	Subset5	2	3	1.0			Q711T7.1	RecName: Full=Glutamine-dependent NAD(+) synthetase; AltName: Full=NAD(+) synthase [glutamine-hydrolyzing]; AltName: Full=NAD(+) synthetase; AltName: Full=NH3-dependent NAD(+) synthetase-like protein	GO:0005737; GO:0005829; GO:0005524; GO:0004359; GO:0003952; GO:0008795; GO:0009435	False
716	Simion2017	V2META12982-42-Calc_Hmm10-BMGE05	2	3	1.0			Q711T7.1	RecName: Full=Glutamine-dependent NAD(+) synthetase; AltName: Full=NAD(+) synthase [glutamine-hydrolyzing]; AltName: Full=NAD(+) synthetase; AltName: Full=NH3-dependent NAD(+) synthetase-like protein	GO:0005737; GO:0005829; GO:0005524; GO:0004359; GO:0003952; GO:0008795; GO:0009435	False
716	Whelan2017_full	Subset2_02	2	3	1.0			Q711T7.1	RecName: Full=Glutamine-dependent NAD(+) synthetase; AltName: Full=NAD(+) synthase [glutamine-hydrolyzing]; AltName: Full=NAD(+) synthetase; AltName: Full=NH3-dependent NAD(+) synthetase-like protein	GO:0005737; GO:0005829; GO:0005524; GO:0004359; GO:0003952; GO:0008795; GO:0009435	False
717	Simion2017	V2META13074-42-Calc_Hmm10-BMGE05	2	3	0.6666666666666666			Q9Z2A0.2	RecName: Full=3-phosphoinositide-dependent protein kinase 1; Short=mPDK1	GO:0042995; GO:0005737; GO:0031410; GO:0005829; GO:0005925; GO:0005634; GO:0043204; GO:0005886; GO:0014069; GO:0004676; GO:0005524; GO:0005158; GO:0016004; GO:0043274; GO:0019901; GO:0004674; GO:0032148; GO:0019722; GO:0016477; GO:1990416; GO:0071364; GO:0032869; GO:0007173; GO:0097191; GO:0048041; GO:0006972; GO:0035556; GO:0010667; GO:2000352; GO:0043524; GO:0006469; GO:0034122; GO:0030512; GO:0018105; GO:0018107; GO:0045766; GO:0043536; GO:0010518; GO:1903078; GO:0051281; GO:1903672; GO:1905564; GO:0006468; GO:0010594; GO:0043122; GO:0043304; GO:0007165; GO:0003323	False
717	Whelan2015_D1	Gene_0484	1	3	0.6666666666666666			O15530.1	RecName: Full=3-phosphoinositide-dependent protein kinase 1; Short=hPDK1	GO:0042995; GO:0005737; GO:0031410; GO:0005829; GO:0005925; GO:0005654; GO:0043204; GO:0005886; GO:0014069; GO:0004676; GO:0005524; GO:0005158; GO:0016301; GO:0016004; GO:0043274; GO:0019901; GO:0004674; GO:0030036; GO:0032148; GO:0019722; GO:0016477; GO:1990416; GO:0071364; GO:0032869; GO:0007173; GO:0097191; GO:0038095; GO:0048041; GO:0006972; GO:0035556; GO:0010667; GO:2000352; GO:0043524; GO:0006469; GO:0034122; GO:0030512; GO:0018105; GO:0018107; GO:0030168; GO:0045766; GO:0043536; GO:0010518; GO:1903078; GO:0051281; GO:1903672; GO:1905564; GO:0046777; GO:0006468; GO:0043122; GO:0043304; GO:0002223; GO:0031295; GO:0050852; GO:0003323	False
717	Whelan2015_D10	Gene_0484	1	3	0.6666666666666666			O15530.1	RecName: Full=3-phosphoinositide-dependent protein kinase 1; Short=hPDK1	GO:0042995; GO:0005737; GO:0031410; GO:0005829; GO:0005925; GO:0005654; GO:0043204; GO:0005886; GO:0014069; GO:0004676; GO:0005524; GO:0005158; GO:0016301; GO:0016004; GO:0043274; GO:0019901; GO:0004674; GO:0030036; GO:0032148; GO:0019722; GO:0016477; GO:1990416; GO:0071364; GO:0032869; GO:0007173; GO:0097191; GO:0038095; GO:0048041; GO:0006972; GO:0035556; GO:0010667; GO:2000352; GO:0043524; GO:0006469; GO:0034122; GO:0030512; GO:0018105; GO:0018107; GO:0030168; GO:0045766; GO:0043536; GO:0010518; GO:1903078; GO:0051281; GO:1903672; GO:1905564; GO:0046777; GO:0006468; GO:0043122; GO:0043304; GO:0002223; GO:0031295; GO:0050852; GO:0003323	False
718	Simion2017	V2META13191-42-Calc_Hmm10-BMGE05	2	3	1.0			O42611.1	RecName: Full=Protein HIRA; AltName: Full=TUP1-like enhancer of split protein 1	GO:0005634; GO:0006325; GO:0006355; GO:0006351	False
718	Whelan2015_D1	Gene_0194	2	3	1.0			P54198.2	RecName: Full=Protein HIRA; AltName: Full=TUP1-like enhancer of split protein 1	GO:0000775; GO:0070062; GO:0000417; GO:0000790; GO:0005654; GO:0005634; GO:0016605; GO:0032991; GO:0003700; GO:0003714; GO:0009653; GO:0030702; GO:0006336; GO:0007369; GO:0000070; GO:0042692; GO:0001649; GO:0031935; GO:0006357; GO:0006351	False
718	Whelan2017_strict	Subset15	2	3	1.0			Q8QFR2.2	RecName: Full=Protein HIRA	GO:0005634; GO:0006336; GO:0006355; GO:0006351	False
719	Simion2017	V2META14195-42-Calc_Hmm10-BMGE05	1	3	0.6666666666666666			A1A4L0.1	RecName: Full=Sorting nexin-4	GO:0005868; GO:0031901; GO:0005886; GO:0031201; GO:0005154; GO:0005158; GO:1990460; GO:0035091; GO:1990459; GO:0032456; GO:1903595; GO:0015031	False
719	Whelan2017_full	Subset29_03	2	3	0.6666666666666666			O60493.3	RecName: Full=Sorting nexin-3; AltName: Full=Protein SDP3	GO:0030136; GO:0005737; GO:0005829; GO:0005769; GO:0031901; GO:0032009; GO:0010008; GO:0070062; GO:0080025; GO:0032266; GO:0070273; GO:0010314; GO:0019903; GO:0070676; GO:0010324; GO:2000642; GO:0050765; GO:0042177; GO:0051224; GO:0046597; GO:0010976; GO:0016579; GO:0022615; GO:0015031; GO:0030111; GO:0009617; GO:0016055	False
719	Simion2017	V2META13786-42-Calc_Hmm10-BMGE05	1	3	0.6666666666666666			O60493.3	RecName: Full=Sorting nexin-3; AltName: Full=Protein SDP3	GO:0030136; GO:0005737; GO:0005829; GO:0005769; GO:0031901; GO:0032009; GO:0010008; GO:0070062; GO:0080025; GO:0032266; GO:0070273; GO:0010314; GO:0019903; GO:0070676; GO:0010324; GO:2000642; GO:0050765; GO:0042177; GO:0051224; GO:0046597; GO:0010976; GO:0016579; GO:0022615; GO:0015031; GO:0030111; GO:0009617; GO:0016055	False
720	Whelan2015_D1	Gene_0457	1	3	0.6666666666666666			Q14232.1	RecName: Full=Translation initiation factor eIF-2B subunit alpha; AltName: Full=eIF-2B GDP-GTP exchange factor subunit alpha	GO:0005737; GO:0005829; GO:0005851; GO:0016020; GO:0005886; GO:0042802; GO:0003743; GO:0014003; GO:0009749; GO:0009408; GO:0043434; GO:0050852; GO:0006413	False
720	Whelan2015_D10	Gene_0457	1	3	0.6666666666666666			Q14232.1	RecName: Full=Translation initiation factor eIF-2B subunit alpha; AltName: Full=eIF-2B GDP-GTP exchange factor subunit alpha	GO:0005737; GO:0005829; GO:0005851; GO:0016020; GO:0005886; GO:0042802; GO:0003743; GO:0014003; GO:0009749; GO:0009408; GO:0043434; GO:0050852; GO:0006413	False
720	Simion2017	V2META14479-42-Calc_Hmm10-BMGE05	2	3	0.6666666666666666			Q64270.1	RecName: Full=Translation initiation factor eIF-2B subunit alpha; AltName: Full=eIF-2B GDP-GTP exchange factor subunit alpha	GO:0005737; GO:0005850; GO:0005851; GO:0019003; GO:0005525; GO:0003743; GO:1905098; GO:0014003; GO:1990928; GO:0009749; GO:0009408; GO:0043434; GO:0050852; GO:0006412; GO:0006413	False
721	Borowiec2015_Total1080	OG1005.fasta.aln_gene5	1	2	1.0						
721	Borowiec2015_Best108	OG1005.fasta.aln_gene2	1	2	1.0			P51649.2	RecName: Full=Succinate-semialdehyde dehydrogenase, mitochondrial; AltName: Full=Aldehyde dehydrogenase family 5 member A1; AltName: Full=NAD(+)-dependent succinic semialdehyde dehydrogenase; Flags: Precursor	GO:0005759; GO:0005739; GO:0042803; GO:0004777; GO:0009013; GO:0006083; GO:0007417; GO:0006681; GO:0009450; GO:0006006; GO:0006678; GO:0006536; GO:0006541; GO:0006749; GO:0006650; GO:0042135; GO:0009791; GO:0051289; GO:0022904; GO:0046459; GO:0006105	False
722	Borowiec2015_Total1080	OG1129.fasta.aln_gene120	1	2	1.0	EOG091G09GO	WD40 repeat				
722	Borowiec2015_Best108	OG1129.fasta.aln_gene7	1	2	1.0	EOG091G09GO	WD40 repeat	Q5FVA9.1	RecName: Full=mRNA export factor; AltName: Full=Rae1 protein homolog; AltName: Full=mRNA-associated protein mrnp 41	GO:0005737; GO:0097431; GO:0005643; GO:0003723; GO:0043130; GO:0007049; GO:0051301; GO:0006406; GO:0060236; GO:0000972	False
723	Borowiec2015_Best108	OG113.fasta.aln_gene9	1	2	1.0			P54276.3	RecName: Full=DNA mismatch repair protein Msh6; AltName: Full=G/T mismatch-binding protein; Short=GTBP; Short=GTMBP; AltName: Full=MutS protein homolog 6; AltName: Full=MutS-alpha 160 kDa subunit; Short=p160	GO:0005829; GO:0005794; GO:0043231; GO:0032300; GO:0032301; GO:0000790; GO:0005654; GO:0005634; GO:0043531; GO:0005524; GO:0003682; GO:0003684; GO:0003677; GO:0008094; GO:0019899; GO:0000400; GO:0032137; GO:0000287; GO:0035064; GO:0030983; GO:0032405; GO:0032357; GO:0032142; GO:0032143; GO:0008340; GO:0006281; GO:0036297; GO:0097193; GO:0008630; GO:0045190; GO:0043570; GO:0000710; GO:0006298; GO:0007095; GO:0032876; GO:0045910; GO:0051096; GO:0045830; GO:0006290; GO:0043111; GO:0009411; GO:0016446; GO:0016447	False
723	Borowiec2015_Total1080	OG113.fasta.aln_gene131	1	2	1.0						
724	Borowiec2015_Best108	OG132.fasta.aln_gene13	1	2	1.0			P14604.1	RecName: Full=Enoyl-CoA hydratase, mitochondrial; AltName: Full=Enoyl-CoA hydratase 1; AltName: Full=Short-chain enoyl-CoA hydratase; Short=SCEH; Flags: Precursor	GO:0005759; GO:0005739; GO:0004300; GO:0006635	False
724	Borowiec2015_Total1080	OG132.fasta.aln_gene172	1	2	1.0						
725	Borowiec2015_Total1080	OG145.fasta.aln_gene184	1	2	1.0	EOG091G05T4	Sodium/hydrogen exchanger				
725	Borowiec2015_Best108	OG145.fasta.aln_gene16	1	2	1.0	EOG091G05T4	Sodium/hydrogen exchanger	Q4L208.1	RecName: Full=Sodium/hydrogen exchanger 8; AltName: Full=Na(+)/H(+) exchanger 8; Short=NHE-8; AltName: Full=Solute carrier family 9 member 8	GO:0005794; GO:0000139; GO:0016021; GO:0015386; GO:0015385; GO:0071805; GO:0051453	False
726	Borowiec2015_Total1080	OG17.fasta.aln_gene220	1	2	1.0						
726	Borowiec2015_Best108	OG17.fasta.aln_gene18	1	2	1.0			Q16775.2	RecName: Full=Hydroxyacylglutathione hydrolase, mitochondrial; AltName: Full=Glyoxalase II; Short=Glx II; Flags: Precursor	GO:0005737; GO:0005829; GO:0005759; GO:0004416; GO:0046872; GO:0006750; GO:0019243; GO:0006090	False
727	Borowiec2015_Total1080	OG370.fasta.aln_gene425	1	2	1.0	EOG091G05OR	Sec1-like protein				
727	Borowiec2015_Best108	OG370.fasta.aln_gene44	1	2	1.0	EOG091G05OR	Sec1-like protein	P97390.1	RecName: Full=Vacuolar protein sorting-associated protein 45; Short=mVps45	GO:0010008; GO:0005794; GO:0000139; GO:0016021; GO:0008021; GO:0015031; GO:0006904	False
728	Borowiec2015_Total1080	OG408.fasta.aln_gene466	1	2	1.0						
728	Borowiec2015_Best108	OG408.fasta.aln_gene49	1	2	1.0			P61356.2	RecName: Full=60S ribosomal protein L27	GO:0098556; GO:0022625; GO:0015934; GO:0003735; GO:0006364; GO:0006412	True
729	Borowiec2015_Total1080	OG444.fasta.aln_gene505	1	2	1.0	EOG091G0AKM	vacuole membrane protein 1				
729	Borowiec2015_Best108	OG444.fasta.aln_gene56	1	2	1.0	EOG091G0AKM	vacuole membrane protein 1	Q5R9K4.1	RecName: Full=Vacuole membrane protein 1; AltName: Full=Transmembrane protein 49	GO:0000421; GO:0005783; GO:0033116; GO:0016021; GO:0005730; GO:0000407; GO:0005886; GO:0000045; GO:0034329; GO:0098609; GO:0007566	False
730	Borowiec2015_Total1080	OG49.fasta.aln_gene563	1	2	1.0	EOG091G05NZ	Leucine-rich repeat				
730	Borowiec2015_Best108	OG49.fasta.aln_gene61	1	2	1.0	EOG091G05NZ	Leucine-rich repeat	Q8AVI4.1	RecName: Full=Leucine-rich repeat protein SHOC-2; AltName: Full=Protein soc-2 homolog; AltName: Full=Protein sur-8 homolog	GO:0005737; GO:0005634; GO:0000164; GO:0019903; GO:0046579	False
731	Borowiec2015_Best108	OG496.fasta.aln_gene60	1	2	1.0			O17915.1	RecName: Full=GTP-binding nuclear protein ran-1; AltName: Full=Ras-related nuclear protein 1	GO:0000777; GO:0005737; GO:0005634; GO:0005525; GO:0003924; GO:0007049; GO:0051301; GO:0009792; GO:0048477; GO:0006606	False
731	Borowiec2015_Total1080	OG496.fasta.aln_gene560	1	2	1.0						
732	Borowiec2015_Best108	OG513.fasta.aln_gene63	1	2	1.0			P41563.1	RecName: Full=Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; AltName: Full=Isocitrate dehydrogenase subunits 3/4; AltName: Full=Isocitric dehydrogenase subunit alpha; AltName: Full=NAD(+)-specific ICDH subunit alpha; Flags: Precursor	GO:0005739; GO:0004449; GO:0000287; GO:0051287; GO:0006099	False
732	Borowiec2015_Total1080	OG513.fasta.aln_gene576	1	2	1.0						
733	Borowiec2015_Best108	OG573.fasta.aln_gene73	1	2	1.0			Q5XI06.1	RecName: Full=Histone acetyltransferase KAT8; AltName: Full=Lysine acetyltransferase 8; AltName: Full=MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1; Short=MYST-1	GO:0000123; GO:0000776; GO:0071339; GO:0072487; GO:0000790; GO:0016363; GO:0005634; GO:0019899; GO:0004402; GO:0046972; GO:0043995; GO:0043996; GO:0042393; GO:0046872; GO:0035064; GO:0008134; GO:0043984; GO:0043981; GO:0043982; GO:0030099; GO:0045892; GO:0045944; GO:0045893; GO:0010506	False
733	Borowiec2015_Total1080	OG573.fasta.aln_gene636	1	2	1.0						
734	Borowiec2015_Best108	OG619.fasta.aln_gene78	1	2	1.0	EOG091G0QPG	transmembrane and coiled-coil domains 1	Q6DGW9.1	RecName: Full=Calcium load-activated calcium channel; Short=CLAC channel; AltName: Full=Transmembrane and coiled-coil domain-containing protein 1	GO:0000139; GO:0030176; GO:0005262; GO:0070588; GO:0032469; GO:0006983	False
734	Borowiec2015_Total1080	OG619.fasta.aln_gene685	1	2	1.0	EOG091G0QPG	transmembrane and coiled-coil domains 1				
735	Borowiec2015_Best108	OG624.fasta.aln_gene79	1	2	1.0	EOG091G0EHY	glyoxalase domain containing 4	Q5I0D1.1	RecName: Full=Glyoxalase domain-containing protein 4	GO:0005739	False
735	Borowiec2015_Total1080	OG624.fasta.aln_gene689	1	2	1.0	EOG091G0EHY	glyoxalase domain containing 4				
736	Borowiec2015_Total1080	OG685.fasta.aln_gene754	1	2	1.0						
736	Borowiec2015_Best108	OG685.fasta.aln_gene85	1	2	1.0			Q6MG08.1	RecName: Full=ATP-binding cassette sub-family F member 1; AltName: Full=ATP-binding cassette 50	GO:0005829; GO:0005635; GO:0005654; GO:0042788; GO:0005840; GO:0005524; GO:0016887; GO:0043022; GO:0008494; GO:0045727; GO:0006412; GO:0006413	False
737	Borowiec2015_Best108	OG686.fasta.aln_gene86	1	2	1.0			Q5R9Z5.1	RecName: Full=ATP-binding cassette sub-family F member 3	GO:0005524; GO:0016887; GO:0051607	False
737	Borowiec2015_Total1080	OG686.fasta.aln_gene755	1	2	1.0						
738	Borowiec2015_Total1080	OG871.fasta.aln_gene953	1	2	1.0						
738	Borowiec2015_Best108	OG871.fasta.aln_gene102	1	2	1.0			P00505.3	RecName: Full=Aspartate aminotransferase, mitochondrial; Short=mAspAT; AltName: Full=Fatty acid-binding protein; Short=FABP-1; AltName: Full=Glutamate oxaloacetate transaminase 2; AltName: Full=Kynurenine aminotransferase 4; AltName: Full=Kynurenine aminotransferase IV; AltName: Full=Kynurenine--oxoglutarate transaminase 4; AltName: Full=Kynurenine--oxoglutarate transaminase IV; AltName: Full=Plasma membrane-associated fatty acid-binding protein; Short=FABPpm; AltName: Full=Transaminase A; Flags: Precursor	GO:0009986; GO:0070062; GO:0005743; GO:0005759; GO:0005739; GO:0043204; GO:0005886; GO:0032991; GO:0030315; GO:0047578; GO:0016597; GO:0019899; GO:0016212; GO:0004069; GO:0005543; GO:0042803; GO:0030170; GO:0003723; GO:0006103; GO:0019470; GO:0006532; GO:0006533; GO:0006531; GO:0008652; GO:0015908; GO:0007565; GO:0006094; GO:0019551; GO:0019550; GO:0006536; GO:0046487; GO:0007595; GO:0006107; GO:0045471; GO:0032868; GO:0043278; GO:0014850	False
739	Borowiec2015_Total1080	OG95.fasta.aln_gene1045	1	2	1.0						
739	Borowiec2015_Best108	OG95.fasta.aln_gene108	1	2	1.0			Q3ZC84.1	RecName: Full=Cytosolic non-specific dipeptidase; AltName: Full=CNDP dipeptidase 2	GO:0005829; GO:0005654; GO:0103046; GO:0004180; GO:0102008; GO:0046872; GO:0008237	False
740	Borowiec2015_Total1080	OG1000.fasta.aln_gene1	1	2	1.0	EOG091G0NTO	NFKB activating protein				
740	Simion2017	V2META12538-42-Calc_Hmm10-BMGE05	1	2	1.0	EOG091G0NTO	NFKB activating protein	Q4V7C9.1	RecName: Full=NF-kappa-B-activating protein	GO:0005634; GO:0003682; GO:0045892; GO:0007219; GO:0046638	False
741	Hejnol2009	Tribe4544_0	1	2	1.0	EOG091G0GKX	WASH1	A4IG59.2	RecName: Full=WASH complex subunit 1; AltName: Full=WAS protein family homolog 1	GO:0005829; GO:0005769; GO:0031901; GO:0055037; GO:0055038; GO:0071203; GO:0003779; GO:0043014; GO:0034314; GO:0016197; GO:0015031; GO:0042147	False
741	Borowiec2015_Total1080	OG1002.fasta.aln_gene2	1	2	1.0	EOG091G0GKX	WASH1				
742	Borowiec2015_Total1080	OG1006.fasta.aln_gene6	1	2	1.0						
742	Simion2017	V2META12886-42-Calc_Hmm10-BMGE05	1	2	1.0			O61585.1	RecName: Full=Katanin p80 WD40 repeat-containing subunit B1; Short=Katanin p80 subunit B1; AltName: Full=p80 katanin	GO:0005813; GO:0005737; GO:0008352; GO:0005874; GO:0005819; GO:0000922; GO:0008017; GO:0007049; GO:0051301; GO:0007019; GO:0051013	False
743	Borowiec2015_Total1080	OG1014.fasta.aln_gene14	1	2	1.0	EOG091G0OY0	loss of heterozygosity, 12, chromosomal region 1				
743	Hejnol2009	Tribe4948_0	1	2	1.0	EOG091G0OY0	loss of heterozygosity, 12, chromosomal region 1	A8E5U3.1	RecName: Full=BLOC-1-related complex subunit 5	GO:0099078; GO:0098574; GO:0031224; GO:0032418; GO:0072384	False
744	Borowiec2015_Total1080	OG1016.fasta.aln_gene16	1	2	1.0						
744	Hejnol2009	Tribe5093_0	1	2	1.0			Q1NZ26.1	RecName: Full=Uncharacterized protein F13E9.13, mitochondrial; Flags: Precursor	GO:0005739; GO:0003824	False
745	Borowiec2015_Total1080	OG1017.fasta.aln_gene17	1	2	1.0						
745	Simion2017	V2META15173-42-Calc_Hmm10-BMGE05	1	2	1.0			Q5U4F6.2	RecName: Full=WD repeat-containing protein 34	GO:0005930; GO:0005814; GO:0036064; GO:0097014; GO:0005868; GO:0005829; GO:0030286; GO:0045504; GO:0045503; GO:0060271; GO:0042073; GO:0007018	False
746	Hejnol2009	Tribe5496_0	1	2	1.0	EOG091G0FPM	abhydrolase domain containing 13	Q32LS6.1	RecName: Full=Protein ABHD13; AltName: Full=Alpha/beta hydrolase domain-containing protein 13; Short=Abhydrolase domain-containing protein 13	GO:0016021; GO:0016787	False
746	Borowiec2015_Total1080	OG1018.fasta.aln_gene18	1	2	1.0	EOG091G0FPM	abhydrolase domain containing 13				
747	Borowiec2015_Total1080	OG1024.fasta.aln_gene23	1	2	1.0	EOG091G0IXY	mitochondrial ribosomal protein L10				
747	Hejnol2009	Tribe4724_0	1	2	1.0	EOG091G0IXY	mitochondrial ribosomal protein L10	P0C2C4.1	RecName: Full=39S ribosomal protein L10, mitochondrial; Short=L10mt; Short=MRP-L10; AltName: Full=MRP-L8; Flags: Precursor	GO:0015934; GO:0005762; GO:0005654; GO:1990904; GO:0003735; GO:0042254; GO:0006412	True
748	Borowiec2015_Total1080	OG1026.fasta.aln_gene25	1	2	1.0	EOG091G0AZ7	mitochondrial transcription termination factor 3				
748	Hejnol2009	Tribe5382_0	1	2	1.0			Q5ZJC8.1	RecName: Full=Transcription termination factor 3, mitochondrial; AltName: Full=mTERF domain-containing protein 1, mitochondrial; Flags: Precursor	GO:0005739; GO:0003690; GO:0044212; GO:0061668; GO:0006390; GO:0032543; GO:0045892	False
749	Hejnol2009	Tribe4164_0	1	2	1.0			B4NSP6.2	RecName: Full=Partner of Y14 and mago; AltName: Full=Protein within the bgcn gene intron	GO:0005737; GO:0035145; GO:1903259; GO:0000184	False
749	Borowiec2015_Total1080	OG1029.fasta.aln_gene26	1	2	1.0	EOG091G0XQ3	within bgcn homolog (Drosophila)				
750	Hejnol2009	Tribe4576_0	1	2	1.0	EOG091G0U4B	mediator complex subunit 19	Q174D3.1	RecName: Full=Mediator of RNA polymerase II transcription subunit 19; AltName: Full=Mediator complex subunit 19	GO:0016592; GO:0003712; GO:0006357	False
750	Borowiec2015_Total1080	OG1031.fasta.aln_gene29	1	2	1.0	EOG091G0U4B	mediator complex subunit 19				
751	Borowiec2015_Total1080	OG1038.fasta.aln_gene35	1	2	1.0	EOG091G0LPW	ER membrane protein complex subunit 10				
751	Hejnol2009	Tribe4821_0	1	2	1.0	EOG091G0LPW	ER membrane protein complex subunit 10	A1A4M2.1	RecName: Full=ER membrane protein complex subunit 10; Flags: Precursor	GO:0072546; GO:0016021; GO:0001525; GO:0045766; GO:0010595; GO:0001938; GO:1900745	False
752	Borowiec2015_Total1080	OG1039.fasta.aln_gene36	1	2	1.0						
752	Simion2017	V2META15997-42-Calc_Hmm10-BMGE05	1	2	1.0						
753	Borowiec2015_Total1080	OG1043.fasta.aln_gene40	1	2	1.0						
753	Simion2017	V2META13288-1-42-Calc_Hmm10-BMGE05	1	2	1.0			P53611.2	RecName: Full=Geranylgeranyl transferase type-2 subunit beta; AltName: Full=Geranylgeranyl transferase type II subunit beta; Short=GGTase-II-beta; AltName: Full=Rab geranyl-geranyltransferase subunit beta; Short=Rab GG transferase beta; Short=Rab GGTase beta; AltName: Full=Rab geranylgeranyltransferase subunit beta; AltName: Full=Type II protein geranyl-geranyltransferase subunit beta	GO:0005829; GO:0005886; GO:0005968; GO:0004663; GO:0017137; GO:0008270; GO:0006464; GO:0043687; GO:0018344; GO:0018342; GO:0042981; GO:0007601	False
754	Borowiec2015_Total1080	OG1045.fasta.aln_gene42	1	2	1.0						
754	Simion2017	V2META14177-42-Calc_Hmm10-BMGE05	1	2	1.0			P53609.2	RecName: Full=Geranylgeranyl transferase type-1 subunit beta; AltName: Full=Geranylgeranyl transferase type I subunit beta; Short=GGTase-I-beta; AltName: Full=Type I protein geranyl-geranyltransferase subunit beta	GO:0005953; GO:0004662; GO:0008144; GO:0019840; GO:0042277; GO:0004661; GO:0008270; GO:0051771; GO:0045787; GO:0008284; GO:0018344; GO:0018342; GO:0034097	False
755	Hejnol2009	Tribe2893_0	1	2	1.0	EOG091G0HML	nucleoporin 50kDa	O08587.2	RecName: Full=Nuclear pore complex protein Nup50; AltName: Full=50 kDa nucleoporin; AltName: Full=Nuclear pore-associated protein 60 kDa-like; AltName: Full=Nucleoporin Nup50	GO:0005737; GO:0031965; GO:0005643; GO:0005634; GO:0008536; GO:0051028; GO:0043547; GO:0006606	False
755	Borowiec2015_Total1080	OG1046.fasta.aln_gene43	1	2	1.0	EOG091G0HML	nucleoporin 50kDa				
756	Borowiec2015_Total1080	OG1049.fasta.aln_gene46	1	2	1.0						
756	Simion2017	V2META14543-42-Calc_Hmm10-BMGE05	1	2	1.0			B0CM95.1	RecName: Full=Dolichyldiphosphatase 1; AltName: Full=Dolichyl pyrophosphate phosphatase 1	GO:0030176; GO:0047874; GO:0006487	False
757	Hejnol2009	Tribe3309_0	1	2	1.0	EOG091G0RI9	mitochondrial ribosomal protein L40	P83565.2	RecName: Full=39S ribosomal protein L40, mitochondrial; Short=L40mt; Short=MRP-L40; Flags: Precursor	GO:0005762; GO:0005761	False
757	Borowiec2015_Total1080	OG1055.fasta.aln_gene51	1	2	1.0	EOG091G0RI9	mitochondrial ribosomal protein L40				
758	Hejnol2009	Tribe5415_0	1	2	1.0	EOG091G0YZ0	mediator complex subunit 11	Q17NH9.1	RecName: Full=Mediator of RNA polymerase II transcription subunit 11; AltName: Full=Mediator complex subunit 11	GO:0016592; GO:0003712; GO:0006357	False
758	Borowiec2015_Total1080	OG1058.fasta.aln_gene54	1	2	1.0	EOG091G0YZ0	mediator complex subunit 11				
759	Simion2017	V2META16024-42-Calc_Hmm10-BMGE05	1	2	1.0			Q2KII7.2	RecName: Full=Peroxisomal membrane protein PEX16; AltName: Full=Peroxin-16; AltName: Full=Peroxisomal biogenesis factor 16	GO:0005789; GO:0005779; GO:0005778; GO:0005777; GO:0008022; GO:0032581; GO:0016557; GO:0007031; GO:0045046; GO:0006625	False
759	Borowiec2015_Total1080	OG1059.fasta.aln_gene55	1	2	1.0						
760	Borowiec2015_Total1080	OG106.fasta.aln_gene66	1	2	1.0						
760	Simion2017	V2META14332-42-Calc_Hmm10-BMGE05	1	2	1.0			B2MVX9.1	RecName: Full=Mitochondrial glycine transporter; AltName: Full=Solute carrier family 25 member 38	GO:0016021; GO:0005743; GO:0015187; GO:0030218; GO:1904983	False
761	Borowiec2015_Total1080	OG1069.fasta.aln_gene65	1	2	1.0						
