"component_number"	"matrix"	"partition"	"edges"	"nodes_in_component"	"component_density"	"BUSCO_ID"	"BUSCO_description"	"SwissProt_accession"	"SwissProt_description"	"GO_annotations"	"ribo_found"	"BUSCO"
"3370"	"800"	"Borowiec2015_Total1080"	"OG150.fasta.aln_gene190"	1	2	1	"EOG091G0L3L"	"N(alpha)-acetyltransferase 60, NatF catalytic subunit"	NA	NA	NA	NA	"N(alpha)-acetyltransferase 60, NatF catalytic subunit"
"3371"	"801"	"Borowiec2015_Total1080"	"OG154.fasta.aln_gene194"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3372"	"801"	"Hejnol2009"	"Tribe3118_0"	1	2	1	NA	NA	"Q791N7.1"	"RecName: Full=DNA-directed RNA polymerase I subunit RPA12; AltName: Full=Zinc ribbon domain-containing protein 1"	"GO:0005654; GO:0005736; GO:0003899; GO:0003676; GO:0008270; GO:0006379; GO:0006363"	FALSE	NA
"3373"	"802"	"Borowiec2015_Total1080"	"OG157.fasta.aln_gene197"	1	2	1	"EOG091G07DR"	"mannosyl-oligosaccharide glucosidase"	NA	NA	NA	NA	"mannosyl-oligosaccharide glucosidase"
"3374"	"802"	"Simion2017"	"V2META12139-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"F4HTM3.1"	"RecName: Full=Mannosyl-oligosaccharide glucosidase GCS1; AltName: Full=Alpha-glucosidase 1; Short=Glucosidase 1; AltName: Full=Protein KNOPF; AltName: Full=Protein MUNCHKIN"	"GO:0005783; GO:0005789; GO:0016021; GO:0004558; GO:0004573; GO:0009913; GO:0009311; GO:0006487; GO:0010053"	FALSE	NA
"3375"	"803"	"Borowiec2015_Total1080"	"OG159.fasta.aln_gene199"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3376"	"803"	"Simion2017"	"V2META12684-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"A0MTA1.1"	"RecName: Full=DNA-(apurinic or apyrimidinic site) lyase; AltName: Full=APEX nuclease; Short=APEN; AltName: Full=Apurinic-apyrimidinic endonuclease 1; Short=AP endonuclease 1; Short=zAP1"	"GO:0005783; GO:0005739; GO:0016607; GO:0005730; GO:0005634; GO:0140078; GO:0003677; GO:0003906; GO:0008311; GO:0004519; GO:0046872; GO:0004528; GO:0003723; GO:0006284; GO:0080111; GO:0060047; GO:0001947; GO:0043066; GO:0055114; GO:0010628"	FALSE	NA
"3377"	"804"	"Simion2017"	"V2META15144-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q5VUJ9.1"	"RecName: Full=Dynein regulatory complex protein 8; AltName: Full=EF-hand calcium-binding domain-containing protein 2"	"GO:0005737; GO:0005856; GO:0031514; GO:0005509"	FALSE	NA
"3378"	"804"	"Borowiec2015_Total1080"	"OG163.fasta.aln_gene204"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3379"	"805"	"Simion2017"	"V2META12014-2-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q8L3X9.1"	"RecName: Full=3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial; AltName: Full=Beta-ketoacyl-ACP synthase; AltName: Full=mtKAS; Flags: Precursor"	"GO:0005739; GO:0004315; GO:0006633; GO:0010027"	FALSE	NA
"3380"	"805"	"Borowiec2015_Total1080"	"OG172.fasta.aln_gene212"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3381"	"806"	"Borowiec2015_Total1080"	"OG175.fasta.aln_gene215"	1	2	1	"EOG091G0E7S"	"Transcription factor TFIIB"	NA	NA	NA	NA	"Transcription factor TFIIB"
"3382"	"806"	"Ryan2013_est"	"gene269"	1	2	1	"EOG091G0E7S"	"Transcription factor TFIIB"	"O16991.2"	"RecName: Full=Transcription initiation factor IIB; AltName: Full=General transcription factor TFIIB"	"GO:0005634; GO:0097550; GO:0046872; GO:0001139; GO:0000979; GO:0017025; GO:0008134; GO:0006352; GO:0006355; GO:0051123; GO:0001174"	FALSE	"Transcription factor TFIIB"
"3383"	"807"	"Simion2017"	"V2META13306-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"P58501.3"	"RecName: Full=PAX3- and PAX7-binding protein 1; Short=PAX3/7BP; AltName: Full=GC-rich sequence DNA-binding factor 1"	"GO:0005634; GO:0003700; GO:0000978; GO:0008134; GO:0007517; GO:0000122; GO:0031062; GO:2000288; GO:0045944; GO:0014842"	FALSE	NA
"3384"	"807"	"Borowiec2015_Total1080"	"OG176.fasta.aln_gene216"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3385"	"808"	"Borowiec2015_Total1080"	"OG179.fasta.aln_gene219"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3386"	"808"	"Simion2017"	"V2META13424-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q8VCX2.1"	"RecName: Full=Solute carrier family 35 member C2; AltName: Full=Ovarian cancer-overexpressed gene 1 protein"	"GO:0005801; GO:0005793; GO:0033116; GO:0005794; GO:0016021; GO:0005654; GO:0015297; GO:0022857; GO:0036065; GO:0010629; GO:0045747; GO:0036066; GO:0015786"	FALSE	NA
"3387"	"809"	"Borowiec2015_Total1080"	"OG18.fasta.aln_gene230"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3388"	"809"	"Simion2017"	"V2META12795-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q5ZL33.2"	"RecName: Full=Serine-threonine kinase receptor-associated protein"	"GO:0005829; GO:0005654; GO:0032797; GO:0034719; GO:0005102; GO:0030277; GO:0010633; GO:0050680; GO:0010719; GO:0060394; GO:0000122; GO:0030512; GO:0000387"	FALSE	NA
"3389"	"810"	"Borowiec2015_Total1080"	"OG180.fasta.aln_gene221"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3390"	"810"	"Hejnol2009"	"Tribe2365_0"	1	2	1	NA	NA	"Q86WA6.1"	"RecName: Full=Valacyclovir hydrolase; Short=VACVase; Short=Valacyclovirase; AltName: Full=Biphenyl hydrolase-like protein; AltName: Full=Biphenyl hydrolase-related protein; Short=Bph-rp; AltName: Full=Breast epithelial mucin-associated antigen; Short=MCNAA; Flags: Precursor"	"GO:0005741; GO:0005739; GO:0047658; GO:0006520; GO:0009636; GO:0006805"	FALSE	NA
"3391"	"811"	"Hejnol2009"	"Tribe2329_0"	1	2	1	NA	NA	"A0JPN6.1"	"RecName: Full=Mediator of RNA polymerase II transcription subunit 22; AltName: Full=Mediator complex subunit 22; AltName: Full=Surfeit locus protein 5"	"GO:0016592; GO:0003712; GO:0006357"	FALSE	NA
"3392"	"811"	"Borowiec2015_Total1080"	"OG186.fasta.aln_gene227"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3393"	"812"	"Borowiec2015_Total1080"	"OG188.fasta.aln_gene229"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3394"	"812"	"Simion2017"	"V2META12291-2-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"A6QLJ3.1"	"RecName: Full=Translation factor GUF1, mitochondrial; AltName: Full=Elongation factor 4 homolog; Short=EF-4; AltName: Full=GTPase GUF1; AltName: Full=Ribosomal back-translocase; Flags: Precursor"	"GO:0005743; GO:0005759; GO:0005739; GO:0005525; GO:0003924; GO:0043022; GO:0045727; GO:0006412"	FALSE	NA
"3395"	"813"	"Borowiec2015_Total1080"	"OG204.fasta.aln_gene247"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3396"	"813"	"Simion2017"	"V2META13839-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q5RFF6.1"	"RecName: Full=Chitinase domain-containing protein 1; Flags: Precursor"	"GO:0005576; GO:0005764; GO:0008061; GO:0005975; GO:0045087"	FALSE	NA
"3397"	"814"	"Borowiec2015_Total1080"	"OG206.fasta.aln_gene249"	1	2	1	"EOG091G07PR"	"chromosome 16 open reading frame 70"	NA	NA	NA	NA	"chromosome 16 open reading frame 70"
"3398"	"814"	"Hejnol2009"	"Tribe2287_0"	1	2	1	NA	NA	"O08654.1"	"RecName: Full=UPF0183 protein C16orf70 homolog"	"GO:0030425; GO:0016020; GO:0030672; GO:0005802; GO:0035254; GO:0030165; GO:0043001"	FALSE	NA
"3399"	"815"	"Simion2017"	"V2META12581-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q15257.3"	"RecName: Full=Serine/threonine-protein phosphatase 2A activator; AltName: Full=PP2A, subunit B', PR53 isoform; AltName: Full=Phosphotyrosyl phosphatase activator; Short=PTPA; AltName: Full=Serine/threonine-protein phosphatase 2A regulatory subunit 4; AltName: Full=Serine/threonine-protein phosphatase 2A regulatory subunit B'"	"GO:0034704; GO:0005737; GO:0070062; GO:0005654; GO:0005634; GO:0000159; GO:0005524; GO:0003755; GO:0046982; GO:0042803; GO:0051721; GO:0019888; GO:0008160; GO:0005102; GO:0007052; GO:0032515; GO:0035308; GO:0043065; GO:0032516; GO:0035307; GO:0043666"	FALSE	NA
"3400"	"815"	"Borowiec2015_Total1080"	"OG212.fasta.aln_gene256"	1	2	1	"EOG091G0ITS"	"protein phosphatase 2A activator, regulatory subunit 4"	NA	NA	NA	NA	"protein phosphatase 2A activator, regulatory subunit 4"
"3401"	"816"	"Borowiec2015_Total1080"	"OG215.fasta.aln_gene258"	1	2	1	"EOG091G0KGX"	"phytanoyl-CoA dioxygenase domain containing 1"	NA	NA	NA	NA	"phytanoyl-CoA dioxygenase domain containing 1"
"3402"	"816"	"Simion2017"	"V2META12546-42-Calc_Hmm10-BMGE05"	1	2	1	"EOG091G0KGX"	"phytanoyl-CoA dioxygenase domain containing 1"	"Q5BJP9.1"	"RecName: Full=Phytanoyl-CoA dioxygenase domain-containing protein 1"	"GO:0051213; GO:0046872"	FALSE	"phytanoyl-CoA dioxygenase domain containing 1"
"3403"	"817"	"Borowiec2015_Total1080"	"OG219.fasta.aln_gene262"	1	2	1	"EOG091G0J69"	"chromosome 11 open reading frame 54"	NA	NA	NA	NA	"chromosome 11 open reading frame 54"
"3404"	"817"	"Simion2017"	"V2META14560-42-Calc_Hmm10-BMGE05"	1	2	1	"EOG091G0J69"	"chromosome 11 open reading frame 54"	"Q28GJ2.1"	"RecName: Full=Ester hydrolase C11orf54 homolog"	"GO:0005634; GO:0016787; GO:0046872"	FALSE	"chromosome 11 open reading frame 54"
"3405"	"818"	"Simion2017"	"V2META13415-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q9D2Q2.2"	"RecName: Full=Probable tRNA (uracil-O(2)-)-methyltransferase; AltName: Full=Methyltransferase-like protein 19"	"GO:0005737; GO:0046872; GO:0016300; GO:0030488"	FALSE	NA
"3406"	"818"	"Borowiec2015_Total1080"	"OG222.fasta.aln_gene266"	1	2	1	"EOG091G05XY"	"tRNA methyltransferase 44 homolog (S. cerevisiae)"	NA	NA	NA	NA	"tRNA methyltransferase 44 homolog (S. cerevisiae)"
"3407"	"819"	"Borowiec2015_Total1080"	"OG228.fasta.aln_gene272"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3408"	"819"	"Simion2017"	"V2META12727-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q05B17.1"	"RecName: Full=WD repeat-containing protein 48; AltName: Full=USP1-associated factor 1"	"GO:0005770; GO:0005764; GO:0005634; GO:0043130; GO:1903003; GO:0016579"	FALSE	NA
"3409"	"820"	"Borowiec2015_Total1080"	"OG229.fasta.aln_gene273"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3410"	"820"	"Simion2017"	"V2META10915-1-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q4V8G4.1"	"RecName: Full=WD repeat-containing protein 78"	"GO:0005858; GO:0030286; GO:0045504; GO:0045503; GO:0003341; GO:0002244; GO:0007018"	FALSE	NA
"3411"	"821"	"Borowiec2015_Total1080"	"OG230.fasta.aln_gene275"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3412"	"821"	"Simion2017"	"V2META14818-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q149F1.2"	"RecName: Full=RNA pseudouridylate synthase domain-containing protein 2"	"GO:0009982; GO:0003723; GO:0001522"	FALSE	NA
"3413"	"822"	"Hejnol2009"	"Tribe2353_0"	1	2	1	NA	NA	"Q03248.1"	"RecName: Full=Beta-ureidopropionase; AltName: Full=Beta-alanine synthase; AltName: Full=N-carbamoyl-beta-alanine amidohydrolase"	"GO:0005737; GO:0003837; GO:0008270; GO:0019483; GO:0033396; GO:0019482; GO:0001701; GO:0001889; GO:0051260; GO:0046135"	FALSE	NA
"3414"	"822"	"Borowiec2015_Total1080"	"OG231.fasta.aln_gene276"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3415"	"823"	"Borowiec2015_Total1080"	"OG234.fasta.aln_gene279"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3416"	"823"	"Simion2017"	"V2META13667-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3417"	"824"	"Borowiec2015_Total1080"	"OG239.fasta.aln_gene284"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3418"	"824"	"Hejnol2009"	"Tribe2172_0"	1	2	1	NA	NA	"Q8N806.2"	"RecName: Full=Putative E3 ubiquitin-protein ligase UBR7; AltName: Full=N-recognin-7; AltName: Full=RING-type E3 ubiquitin transferase UBR7"	"GO:0005737; GO:0061630; GO:0008270"	FALSE	NA
"3419"	"825"	"Simion2017"	"V2META12894-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q5E9I8.1"	"RecName: Full=DDB1- and CUL4-associated factor 11; AltName: Full=WD repeat-containing protein 23"	"GO:0080008; GO:0043161; GO:0016567"	FALSE	NA
"3420"	"825"	"Borowiec2015_Total1080"	"OG242.fasta.aln_gene288"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3421"	"826"	"Simion2017"	"V2META12499-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"A1A4R8.1"	"RecName: Full=Cell division cycle protein 23 homolog; AltName: Full=Anaphase-promoting complex subunit 8; Short=APC8; AltName: Full=Cyclosome subunit 8"	"GO:0005680; GO:0051301; GO:0007080; GO:0070979; GO:0030071"	FALSE	NA
"3422"	"826"	"Borowiec2015_Total1080"	"OG244.fasta.aln_gene290"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3423"	"827"	"Borowiec2015_Total1080"	"OG249.fasta.aln_gene295"	1	2	1	"EOG091G0KS8"	"golgi SNAP receptor complex member 2"	NA	NA	NA	NA	"golgi SNAP receptor complex member 2"
"3424"	"827"	"Simion2017"	"V2META14170-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"O35165.2"	"RecName: Full=Golgi SNAP receptor complex member 2; AltName: Full=27 kDa Golgi SNARE protein; AltName: Full=Membrin"	"GO:0005829; GO:0005789; GO:0012507; GO:0005794; GO:0000139; GO:0016021; GO:0031902; GO:0031201; GO:0005484; GO:0000149; GO:0006888; GO:0006896; GO:0006891; GO:0006623; GO:0042147; GO:0048280"	FALSE	NA
"3425"	"828"	"Borowiec2015_Total1080"	"OG24.fasta.aln_gene296"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3426"	"828"	"Borowiec2015_Total1080"	"OG25.fasta.aln_gene307"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3427"	"829"	"Borowiec2015_Total1080"	"OG251.fasta.aln_gene298"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3428"	"829"	"Simion2017"	"V2META14132-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q12931.3"	"RecName: Full=Heat shock protein 75 kDa, mitochondrial; Short=HSP 75; AltName: Full=TNFR-associated protein 1; AltName: Full=Tumor necrosis factor type 1 receptor-associated protein; Short=TRAP-1; Flags: Precursor"	"GO:0016020; GO:0005743; GO:0005758; GO:0005759; GO:0005739; GO:0005654; GO:0005524; GO:0019901; GO:0003723; GO:0005164; GO:0051082; GO:0061077; GO:1901856; GO:1903751; GO:1903427; GO:0009386"	FALSE	NA
"3429"	"830"	"Simion2017"	"V2META11626-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q6UX04.1"	"RecName: Full=Spliceosome-associated protein CWC27 homolog; AltName: Full=Antigen NY-CO-10; AltName: Full=Probable inactive peptidyl-prolyl cis-trans isomerase CWC27 homolog; Short=PPIase CWC27; AltName: Full=Serologically defined colon cancer antigen 10"	"GO:0071012; GO:0071013; GO:0005654; GO:0005634; GO:0003755; GO:0000398; GO:0006457; GO:0000413"	FALSE	NA
"3430"	"830"	"Borowiec2015_Total1080"	"OG255.fasta.aln_gene302"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3431"	"831"	"Borowiec2015_Total1080"	"OG256.fasta.aln_gene303"	1	2	1	"EOG091G011X"	"importin 5"	NA	NA	NA	NA	"importin 5"
"3432"	"831"	"Simion2017"	"V2META11562-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q8TEX9.2"	"RecName: Full=Importin-4; Short=Imp4; AltName: Full=Importin-4b; Short=Imp4b; AltName: Full=Ran-binding protein 4; Short=RanBP4"	"GO:0005737; GO:0016020; GO:0000790; GO:0031965; GO:0034399; GO:0032991; GO:0008139; GO:0008565; GO:0008536; GO:0006335; GO:0006336; GO:0006607; GO:0006606; GO:0006610"	FALSE	NA
"3433"	"832"	"Borowiec2015_Total1080"	"OG259.fasta.aln_gene306"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3434"	"832"	"Simion2017"	"V2META13336-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q8IWZ6.2"	"RecName: Full=Bardet-Biedl syndrome 7 protein; AltName: Full=BBS2-like protein 1"	"GO:0005930; GO:0034464; GO:0005813; GO:0036064; GO:0060170; GO:0005829; GO:0016020; GO:0005634; GO:0001750; GO:0001103; GO:0007420; GO:0060271; GO:0007368; GO:0048546; GO:0001654; GO:0045444; GO:0001947; GO:0046907; GO:0060173; GO:0032402; GO:1905515; GO:0051877; GO:0032436; GO:1903929; GO:0008104; GO:0015031; GO:0006357; GO:0007224; GO:0007601"	FALSE	NA
"3435"	"833"	"Borowiec2015_Total1080"	"OG261.fasta.aln_gene309"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3436"	"833"	"Hejnol2009"	"Tribe1069_0"	1	2	1	NA	NA	"Q15070.3"	"RecName: Full=Mitochondrial inner membrane protein OXA1L; AltName: Full=Hsa; AltName: Full=OXA1Hs; AltName: Full=Oxidase assembly 1-like protein; Short=OXA1-like protein; Flags: Precursor"	"GO:0031305; GO:0032592; GO:0005759; GO:0031966; GO:0005746; GO:0005739; GO:0032991; GO:0032977; GO:0097177; GO:0042803; GO:0009060; GO:0033615; GO:0032981; GO:0033617; GO:0070125; GO:0070126; GO:0032780; GO:0051354; GO:0055114; GO:0051205; GO:0032979; GO:0051262; GO:0065003"	FALSE	NA
"3437"	"834"	"Borowiec2015_Total1080"	"OG269.fasta.aln_gene317"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3438"	"834"	"Simion2017"	"V2META12511-42-Calc_Hmm10-BMGE05"	1	2	1	"EOG091G0EBA"	"testis expressed 10"	"A6QLH6.1"	"RecName: Full=N-terminal kinase-like protein; AltName: Full=SCY1-like protein 1"	"GO:0005801; GO:0005793; GO:0005794; GO:0005815; GO:0005524; GO:0004672; GO:0006890"	FALSE	"testis expressed 10"
"3439"	"835"	"Borowiec2015_Total1080"	"OG278.fasta.aln_gene326"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3440"	"835"	"Simion2017"	"V2META15231-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q9NRN9.1"	"RecName: Full=Methyltransferase-like protein 5"	"GO:0008168; GO:0003676"	FALSE	NA
"3441"	"836"	"Borowiec2015_Total1080"	"OG287.fasta.aln_gene336"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3442"	"836"	"Simion2017"	"V2META13045-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q8VCY6.1"	"RecName: Full=U3 small nucleolar RNA-associated protein 6 homolog; AltName: Full=Multiple hat domains protein"	"GO:0005730; GO:0034388; GO:0032040; GO:0030515; GO:0000462"	FALSE	NA
"3443"	"837"	"Borowiec2015_Total1080"	"OG288.fasta.aln_gene337"	1	2	1	"EOG091G0D0D"	"dynactin 2 (p50)"	NA	NA	NA	NA	"dynactin 2 (p50)"
"3444"	"837"	"Simion2017"	"V2META13207-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3445"	"838"	"Simion2017"	"V2META13015-42-Calc_Hmm10-BMGE05"	1	2	1	"EOG091G06HP"	"The Golgi pH regulator/GPCR-type G protein"	"B5X1G3.1"	"RecName: Full=Golgi pH regulator; AltName: Full=Protein gpr89"	"GO:0000139; GO:0016021; GO:0005244; GO:0015031; GO:0034765"	FALSE	"The Golgi pH regulator/GPCR-type G protein"
"3446"	"838"	"Borowiec2015_Total1080"	"OG290.fasta.aln_gene340"	1	2	1	"EOG091G06HP"	"The Golgi pH regulator/GPCR-type G protein"	NA	NA	NA	NA	"The Golgi pH regulator/GPCR-type G protein"
"3447"	"839"	"Simion2017"	"V2META12942-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q05048.1"	"RecName: Full=Cleavage stimulation factor subunit 1; AltName: Full=CF-1 50 kDa subunit; AltName: Full=Cleavage stimulation factor 50 kDa subunit; Short=CSTF 50 kDa subunit; Short=CstF-50"	"GO:0005848; GO:0005654; GO:0003723; GO:0031124; GO:0000398; GO:0006369"	FALSE	NA
"3448"	"839"	"Borowiec2015_Total1080"	"OG292.fasta.aln_gene342"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3449"	"840"	"Simion2017"	"V2META13343-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"O08760.2"	"RecName: Full=N-glycosylase/DNA lyase; Includes: RecName: Full=8-oxoguanine DNA glycosylase; Includes: RecName: Full=DNA-(apurinic or apyrimidinic site) lyase; Short=AP lyase"	"GO:0005739; GO:0016363; GO:0016607; GO:0005654; GO:0005634; GO:0032991; GO:0034039; GO:0140078; GO:0003684; GO:0003677; GO:0019104; GO:0008017; GO:0000702; GO:0032357; GO:0008534; GO:0002526; GO:0007568; GO:0006284; GO:0006285; GO:0071276; GO:0006974; GO:0006281; GO:0043066; GO:1901291; GO:0033683; GO:0006355; GO:0032355; GO:0045471; GO:0051593; GO:0009416; GO:0006979; GO:0009314"	FALSE	NA
"3450"	"840"	"Borowiec2015_Total1080"	"OG293.fasta.aln_gene343"	1	2	1	"EOG091G0AU6"	"DNA glycosylase"	NA	NA	NA	NA	"DNA glycosylase"
"3451"	"841"	"Borowiec2015_Total1080"	"OG297.fasta.aln_gene347"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3452"	"841"	"Simion2017"	"V2META14055-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q5R7G6.2"	"RecName: Full=Probable aminopeptidase NPEPL1; AltName: Full=Aminopeptidase-like 1"	"GO:0005737; GO:0004177; GO:0030145; GO:0008235"	FALSE	NA
"3453"	"842"	"Borowiec2015_Total1080"	"OG300.fasta.aln_gene351"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3454"	"842"	"Simion2017"	"V2META15329-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"P61081.1"	"RecName: Full=NEDD8-conjugating enzyme Ubc12; AltName: Full=NEDD8 carrier protein; AltName: Full=Ubiquitin-conjugating enzyme E2 M"	"GO:0005829; GO:0005654; GO:0005524; GO:0019788; GO:0004842; GO:0006464; GO:0043525; GO:0043687; GO:0045116"	FALSE	NA
"3455"	"843"	"Borowiec2015_Total1080"	"OG305.fasta.aln_gene356"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3456"	"843"	"Simion2017"	"V2META13155-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q9NVH0.2"	"RecName: Full=Exonuclease 3'-5' domain-containing protein 2; AltName: Full=Exonuclease 3'-5' domain-like-containing protein 2"	"GO:0005737; GO:0005634; GO:0008408; GO:0008852; GO:0003676; GO:0008310; GO:0000729; GO:0006302; GO:0000724; GO:0090305"	FALSE	NA
"3457"	"844"	"Borowiec2015_Total1080"	"OG311.fasta.aln_gene363"	1	2	1	"EOG091G05CI"	"Zinc finger, RING-type"	NA	NA	NA	NA	"Zinc finger, RING-type"
"3458"	"844"	"Ryan2013_est"	"gene266"	1	2	1	NA	NA	"Q08E13.1"	"RecName: Full=RING finger protein 10"	"GO:0005737; GO:0005634; GO:0046872; GO:0004842; GO:0045893; GO:0051865"	FALSE	NA
"3459"	"845"	"Borowiec2015_Total1080"	"OG314.fasta.aln_gene366"	1	2	1	"EOG091G05D7"	"solute carrier family 4 (anion exchanger), member 1, adaptor protein"	NA	NA	NA	NA	"solute carrier family 4 (anion exchanger), member 1, adaptor protein"
"3460"	"845"	"Simion2017"	"V2META12754-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q9BWU0.1"	"RecName: Full=Kanadaptin; AltName: Full=Human lung cancer oncogene 3 protein; Short=HLC-3; AltName: Full=Kidney anion exchanger adapter protein; AltName: Full=Solute carrier family 4 anion exchanger member 1 adapter protein"	"GO:0005737; GO:0043231; GO:0005654; GO:0005886; GO:0003729"	FALSE	NA
"3461"	"846"	"Borowiec2015_Total1080"	"OG316.fasta.aln_gene368"	1	2	1	"EOG091G0IMD"	"proline synthetase co-transcribed homolog (bacterial)"	NA	NA	NA	NA	"proline synthetase co-transcribed homolog (bacterial)"
"3462"	"846"	"Hejnol2009"	"Tribe2124_0"	1	2	1	NA	NA	"O94903.1"	"RecName: Full=Pyridoxal phosphate homeostasis protein; Short=PLP homeostasis protein; AltName: Full=Proline synthase co-transcribed bacterial homolog protein; AltName: Full=Pyridoxal phosphate-binding protein"	"GO:0005737; GO:0005622; GO:0030170"	FALSE	NA
"3463"	"847"	"Borowiec2015_Total1080"	"OG317.fasta.aln_gene369"	1	2	1	"EOG091G03BV"	"transmembrane 9 superfamily member 3"	NA	NA	NA	NA	"transmembrane 9 superfamily member 3"
"3464"	"847"	"Simion2017"	"V2META10324-1-42-Calc_Hmm10-BMGE05"	1	2	1	"EOG091G03BV"	"transmembrane 9 superfamily member 3"	"Q9ET30.1"	"RecName: Full=Transmembrane 9 superfamily member 3; Flags: Precursor"	"GO:0016021; GO:0016020; GO:0072657"	FALSE	"transmembrane 9 superfamily member 3"
"3465"	"848"	"Borowiec2015_Total1080"	"OG318.fasta.aln_gene370"	1	2	1	NA	NA	NA	NA	NA	NA	NA
"3466"	"848"	"Simion2017"	"V2META12166-42-Calc_Hmm10-BMGE05"	1	2	1	NA	NA	"Q9Y4C8.3"	"RecName: Full=Probable RNA-binding protein 19; AltName: Full=RNA-binding motif protein 19"	"GO:0005694; GO:0005737; GO:0016020; GO:0016607; GO:0005730; GO:0005654; GO:0003723; GO:0045292; GO:0007275; GO:0040019; GO:0000381"	FALSE	NA
"3467"	"849"	"Borowiec2015_Total1080"	"OG319.fasta.aln_gene371"	1	2	1	"EOG091G050Q"	"Ras-related GTP binding B"	NA	NA	NA	NA	"Ras-related GTP binding B"
"3468"	"849"	"Simion2017"	"V2META13660-42-Calc_Hmm10-BMGE05"	1	2	1	"EOG091G050Q"	"Ras-related GTP binding B"	"Q54IK1.1"	"RecName: Full=Ras-related GTP-binding protein A"	"GO:0034448; GO:1990131; GO:0005764; GO:0005634; GO:0005525; GO:0003924; GO:0071230; GO:0009267; GO:0006817; GO:0032008; GO:0010506"	FALSE	"Ras-related GTP binding B"
