mscript1	dataset1	part1	mscript2	dataset2	part2	count
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0524	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0524	43
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0524	Whelan2015	Dataset1_FullData	Gene_0524	43
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0524	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0524	43
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0529	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0529	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0529	Whelan2015	Dataset1_FullData	Gene_0529	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0529	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0529	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0536	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12711-42-Calc_Hmm10-BMGE05	1
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0536	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0536	62
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0536	Whelan2015	Dataset1_FullData	Gene_0536	62
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0536	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0536	62
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0541	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13111-42-Calc_Hmm10-BMGE05	6
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0541	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0541	66
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0541	Whelan2015	Dataset1_FullData	Gene_0541	66
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0541	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0541	39
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0542	Chang2015	Chang2015	fibri	7
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0542	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14219-42-Calc_Hmm10-BMGE05	6
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0542	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0542	158
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0542	Whelan2015	Dataset1_FullData	Gene_0542	153
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0542	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0542	152
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0542	Whelan2017	Metazoa_Choano_RCFV_strict	Subset16_01	6
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0542	Whelan2017	Metazoa_full	Subset32_03	5
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0548	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0548	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0548	Whelan2015	Dataset1_FullData	Gene_0548	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0557	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0557	44
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0557	Whelan2015	Dataset1_FullData	Gene_0557	44
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0557	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0557	44
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0563	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0563	49
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0563	Whelan2015	Dataset1_FullData	Gene_0563	49
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0563	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0563	49
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0565	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0565	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0565	Whelan2015	Dataset1_FullData	Gene_0565	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0565	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0565	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0568	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0568	55
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0568	Whelan2015	Dataset1_FullData	Gene_0568	55
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0568	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0568	55
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0576	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0576	60
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0576	Whelan2015	Dataset1_FullData	Gene_0576	60
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0576	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0576	34
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0601	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0601	53
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0601	Whelan2015	Dataset1_FullData	Gene_0601	53
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0601	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0601	53
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0604	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0604	37
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0604	Whelan2015	Dataset1_FullData	Gene_0604	37
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0608	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0608	39
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0608	Whelan2015	Dataset1_FullData	Gene_0608	39
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0608	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0608	39
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0614	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0614	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0614	Whelan2015	Dataset1_FullData	Gene_0614	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0614	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0614	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0615	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0615	48
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0615	Whelan2015	Dataset1_FullData	Gene_0615	48
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0622	Hejnol2009	Hejnol2009	Tribe2131_0	13
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0622	Ryan2013	est.opisthokonta	gene357	16
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0622	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14104-42-Calc_Hmm10-BMGE05	21
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0622	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0622	90
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0622	Whelan2015	Dataset1_FullData	Gene_0622	90
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0622	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0622	90
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0622	Whelan2017	Metazoa_full	Subset15_02	8
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0623	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0623	44
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0623	Whelan2015	Dataset1_FullData	Gene_0623	44
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0623	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0623	44
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0624	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0624	69
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0624	Whelan2015	Dataset1_FullData	Gene_0624	69
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0624	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0624	69
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0625	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0625	43
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0625	Whelan2015	Dataset1_FullData	Gene_0625	43
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0625	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0625	39
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0626	Moroz2014	ED3a	0626	5
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0626	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0626	41
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0626	Whelan2015	Dataset1_FullData	Gene_0626	41
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0626	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0626	29
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0628	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0628	53
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0628	Whelan2015	Dataset1_FullData	Gene_0628	53
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0629	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0629	59
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0629	Whelan2015	Dataset1_FullData	Gene_0629	59
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0629	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0629	59
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0631	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0631	37
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0631	Whelan2015	Dataset1_FullData	Gene_0631	37
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0639	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0639	64
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0639	Whelan2015	Dataset1_FullData	Gene_0639	64
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0639	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0639	57
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0641	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0641	57
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0641	Whelan2015	Dataset1_FullData	Gene_0641	57
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0641	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0641	53
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0644	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0644	49
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0644	Whelan2015	Dataset1_FullData	Gene_0644	49
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0644	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0644	49
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0645	Ryan2013	est.opisthokonta	gene102	17
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0645	Ryan2013	genome.opisthokonta	gene73	11
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0645	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0645	60
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0645	Whelan2015	Dataset1_FullData	Gene_0645	60
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0645	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0645	47
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0651	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0651	69
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0651	Whelan2015	Dataset1_FullData	Gene_0651	69
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0651	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0651	69
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0652	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0652	56
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0652	Whelan2015	Dataset1_FullData	Gene_0652	56
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0652	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0652	40
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0654	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14040-42-Calc_Hmm10-BMGE05	21
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0654	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0654	60
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0654	Whelan2015	Dataset1_FullData	Gene_0654	60
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0654	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0654	60
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0654	Whelan2017	Metazoa_full	Subset20_03	5
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0657	Hejnol2009	Hejnol2009	Tribe2800_0	1
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0657	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0657	57
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0657	Whelan2015	Dataset1_FullData	Gene_0657	57
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0657	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0657	57
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0657	Whelan2017	Metazoa_full	Subset35_01	35
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0658	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0658	72
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0658	Whelan2015	Dataset1_FullData	Gene_0658	72
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0658	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0658	72
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0661	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0661	49
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0661	Whelan2015	Dataset1_FullData	Gene_0661	49
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0664	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0664	57
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0664	Whelan2015	Dataset1_FullData	Gene_0664	57
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0664	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0664	57
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0664	Whelan2017	Metazoa_full	Subset12_05	45
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0667	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0667	49
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0667	Whelan2015	Dataset1_FullData	Gene_0667	49
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0667	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0667	36
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0668	Hejnol2009	Hejnol2009	Tribe5088_0	4
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0668	Ryan2013	genome.opisthokonta	gene195	10
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0668	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14578-42-Calc_Hmm10-BMGE05	2
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0668	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0668	57
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0668	Whelan2015	Dataset1_FullData	Gene_0668	57
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0668	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0668	57
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0668	Whelan2017	Metazoa_full	Subset5_09	1
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0674	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0674	47
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0674	Whelan2015	Dataset1_FullData	Gene_0674	47
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0674	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0674	41
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0677	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0677	67
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0677	Whelan2015	Dataset1_FullData	Gene_0677	67
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0678	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0678	59
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0678	Whelan2015	Dataset1_FullData	Gene_0678	59
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0678	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0678	59
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0681	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0681	46
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0681	Whelan2015	Dataset1_FullData	Gene_0681	46
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0681	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0681	26
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0687	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0687	34
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0687	Whelan2015	Dataset1_FullData	Gene_0687	34
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0687	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0687	34
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0690	Chang2015	Chang2015	tribe961	42
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0690	Dunn2008	Dunn2008	Tribe961	11
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0690	Hejnol2009	Hejnol2009	Tribe963_0	14
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0690	Ryan2013	est.opisthokonta	gene192	27
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0690	Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13240-42-Calc_Hmm10-BMGE05	25
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0690	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0690	90
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0690	Whelan2015	Dataset1_FullData	Gene_0690	90
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0690	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0690	56
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0691	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0691	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0691	Whelan2015	Dataset1_FullData	Gene_0691	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0691	Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0691	58
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0695	Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0695	49
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0695	Whelan2015	Dataset1_FullData	Gene_0695	49
