manuscript	dataset	partition_name	cluster_number
Borowiec2015	Total1080	OG747.fasta.aln_gene820	258
Hejnol2009	Hejnol2009	Tribe2120_0	258
Moroz2014	ED3a	0391	259
Borowiec2015	Total1080	OG756.fasta.aln_gene830	259
Hejnol2009	Hejnol2009	Tribe2494_0	259
Borowiec2015	Total1080	OG769.fasta.aln_gene844	260
Ryan2013	est.opisthokonta	gene399	260
Hejnol2009	Hejnol2009	Tribe1734_0	260
Borowiec2015	Total1080	OG771.fasta.aln_gene847	261
Dunn2008	Dunn2008	Tribe1378	261
Hejnol2009	Hejnol2009	Tribe1571_0	261
Borowiec2015	Total1080	OG806.fasta.aln_gene884	262
Hejnol2009	Hejnol2009	Tribe1159_0	262
Dunn2008	Dunn2008	Tribe927	262
Borowiec2015	Total1080	OG809.fasta.aln_gene887	263
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13600-42-Calc_Hmm10-BMGE05	263
Hejnol2009	Hejnol2009	Tribe5653_0	263
Hejnol2009	Hejnol2009	Tribe2744_0	264
Borowiec2015	Total1080	OG810.fasta.aln_gene889	264
Moroz2014	ED3d	0969	264
Hejnol2009	Hejnol2009	Tribe1732_0	265
Borowiec2015	Total1080	OG836.fasta.aln_gene916	265
Ryan2013	est.opisthokonta	gene232	265
Ryan2013	est.opisthokonta	gene117	266
Hejnol2009	Hejnol2009	Tribe750_0	266
Borowiec2015	Total1080	OG851.fasta.aln_gene932	266
Hejnol2009	Hejnol2009	Tribe2033_0	267
Borowiec2015	Total1080	OG858.fasta.aln_gene938	267
Ryan2013	genome.opisthokonta	gene160	267
Borowiec2015	Total1080	OG870.fasta.aln_gene952	268
Hejnol2009	Hejnol2009	Tribe2876_0	268
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15342-42-Calc_Hmm10-BMGE05	268
Hejnol2009	Hejnol2009	Tribe1677_0	269
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13386-42-Calc_Hmm10-BMGE05	269
Borowiec2015	Total1080	OG887.fasta.aln_gene970	269
Ryan2013	est.opisthokonta	gene292	270
Hejnol2009	Hejnol2009	Tribe2590_0	270
Borowiec2015	Total1080	OG90.fasta.aln_gene996	270
Borowiec2015	Total1080	OG930.fasta.aln_gene1015	271
Hejnol2009	Hejnol2009	Tribe3280_0	271
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15630-42-Calc_Hmm10-BMGE05	271
Ryan2013	est.opisthokonta	gene45	272
Hejnol2009	Hejnol2009	Tribe3412_0	272
Borowiec2015	Total1080	OG960.fasta.aln_gene1046	272
Chang2015	Chang2015	ar21	273
Philippe2009	Philippe2009	ar21	273
Moroz2014	ED3d	0170	273
Nosenko2013	ribosomal_11057_smatrix	KOG0052	274
Chang2015	Chang2015	ef1	274
Nosenko2013	ribosomal_14615_smatrix	KOG0052	274
Dunn2008	Dunn2008	Tribe288	275
Nosenko2013	ribosomal_14615_smatrix	KOG1767	275
Chang2015	Chang2015	rps25	275
Dunn2008	Dunn2008	Tribe287	276
Nosenko2013	ribosomal_14615_smatrix	KOG1779	276
Chang2015	Chang2015	rps27	276
Chang2015	Chang2015	tribe333	277
Whelan2017	Metazoa_full	Subset36_01	277
Dunn2008	Dunn2008	Tribe333	277
Nosenko2013	nonribosomal_9187_smatrix	KOG0854	278
Dunn2008	Dunn2008	Tribe585	278
Chang2015	Chang2015	tribe585	278
Dunn2008	Dunn2008	Tribe717	279
Chang2015	Chang2015	tribe717	279
Hejnol2009	Hejnol2009	Tribe828_0	279
Hejnol2009	Hejnol2009	Tribe987_0	280
Dunn2008	Dunn2008	Tribe768	280
Chang2015	Chang2015	tribe768	280
Hejnol2009	Hejnol2009	Tribe1133_0	281
Dunn2008	Dunn2008	Tribe893	281
Chang2015	Chang2015	tribe893	281
Dunn2008	Dunn2008	Tribe1007	282
Ryan2013	genome.opisthokonta	gene97	282
Ryan2013	est.opisthokonta	gene259	282
Hejnol2009	Hejnol2009	Tribe1390_0	283
Ryan2013	est.opisthokonta	gene367	283
Dunn2008	Dunn2008	Tribe1054	283
Dunn2008	Dunn2008	Tribe1169	284
Hejnol2009	Hejnol2009	Tribe1625_0	284
Ryan2013	est.opisthokonta	gene170	284
Ryan2013	est.opisthokonta	gene368	285
Hejnol2009	Hejnol2009	Tribe1549_0	285
Dunn2008	Dunn2008	Tribe1245	285
Ryan2013	est.opisthokonta	gene130	286
Dunn2008	Dunn2008	Tribe1374	286
Hejnol2009	Hejnol2009	Tribe1272_0	286
Dunn2008	Dunn2008	Tribe281	287
Ryan2013	est.opisthokonta	gene390	287
Hejnol2009	Hejnol2009	Tribe400_0	287
Nosenko2013	ribosomal_14615_smatrix	KOG3271	288
Dunn2008	Dunn2008	Tribe352	288
Nosenko2013	ribosomal_11057_smatrix	KOG3271	288
Dunn2008	Dunn2008	Tribe726	289
Ryan2013	est.opisthokonta	gene284	289
Hejnol2009	Hejnol2009	Tribe1016_0	289
Hejnol2009	Hejnol2009	Tribe1160_0	290
Ryan2013	est.opisthokonta	gene245	290
Dunn2008	Dunn2008	Tribe783	290
Hejnol2009	Hejnol2009	Tribe1043_0	291
Dunn2008	Dunn2008	Tribe805	291
Ryan2013	est.opisthokonta	gene118	291
Dunn2008	Dunn2008	Tribe831	292
Ryan2013	est.opisthokonta	gene52	292
Hejnol2009	Hejnol2009	Tribe1022_0	292
Dunn2008	Dunn2008	Tribe906	293
Ryan2013	est.opisthokonta	gene180	293
Hejnol2009	Hejnol2009	Tribe1194_0	293
Hejnol2009	Hejnol2009	Tribe1220_0	294
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14537-42-Calc_Hmm10-BMGE05	294
Ryan2013	est.opisthokonta	gene206	294
Ryan2013	est.opisthokonta	gene210	295
Hejnol2009	Hejnol2009	Tribe1523_0	295
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15200-42-Calc_Hmm10-BMGE05	295
Ryan2013	est.opisthokonta	gene159	296
Hejnol2009	Hejnol2009	Tribe1564_0	296
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14047-42-Calc_Hmm10-BMGE05	296
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12311-42-Calc_Hmm10-BMGE05	297
Hejnol2009	Hejnol2009	Tribe1686_0	297
Moroz2014	ED3a	0552	297
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13969-42-Calc_Hmm10-BMGE05	298
Ryan2013	est.opisthokonta	gene275	298
Hejnol2009	Hejnol2009	Tribe1868_0	298
Hejnol2009	Hejnol2009	Tribe1871_0	299
Moroz2014	ED3a	0812	299
Ryan2013	est.opisthokonta	gene374	299
Ryan2013	genome.opisthokonta	gene187	300
Hejnol2009	Hejnol2009	Tribe1983_0	300
Ryan2013	est.opisthokonta	gene197	300
Hejnol2009	Hejnol2009	Tribe2135_0	301
Ryan2013	est.opisthokonta	gene378	301
Moroz2014	ED3a	0815	301
Hejnol2009	Hejnol2009	Tribe2167_0	302
Moroz2014	ED3a	1025	302
Ryan2013	genome.opisthokonta	gene150	302
Hejnol2009	Hejnol2009	Tribe2219_0	303
Ryan2013	est.opisthokonta	gene1	303
Ryan2013	genome.opisthokonta	gene14	303
Hejnol2009	Hejnol2009	Tribe2345_0	304
Ryan2013	est.opisthokonta	gene16	304
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14160-42-Calc_Hmm10-BMGE05	304
Moroz2014	ED3a	0403	305
Hejnol2009	Hejnol2009	Tribe2571_0	305
Ryan2013	est.opisthokonta	gene149	305
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14559-42-Calc_Hmm10-BMGE05	306
Ryan2013	genome.opisthokonta	gene137	306
Hejnol2009	Hejnol2009	Tribe3403_0	306
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15733-42-Calc_Hmm10-BMGE05	307
Ryan2013	est.opisthokonta	gene147	307
Hejnol2009	Hejnol2009	Tribe3755_0	307
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13357-42-Calc_Hmm10-BMGE05	308
Hejnol2009	Hejnol2009	Tribe4043_0	308
Ryan2013	genome.opisthokonta	gene64	308
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13690-42-Calc_Hmm10-BMGE05	309
Hejnol2009	Hejnol2009	Tribe4847_0	309
Ryan2013	est.opisthokonta	gene262	309
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13042-42-Calc_Hmm10-BMGE05	310
Ryan2013	est.opisthokonta	gene19	310
Moroz2014	ED3a	0096	310
Ryan2013	genome.opisthokonta	gene164	311
Moroz2014	ED3a	0205	311
Borowiec2015	Total1080	OG395.fasta.aln_gene451	311
Ryan2013	genome.opisthokonta	gene26	312
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11881-42-Calc_Hmm10-BMGE05	312
Moroz2014	ED3a	0220	312
Ryan2013	genome.opisthokonta	gene70	313
Moroz2014	ED3a	0237	313
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13759-42-Calc_Hmm10-BMGE05	313
Moroz2014	ED3a	0244	314
Moroz2014	ED3d	0244	314
Ryan2013	est.opisthokonta	gene335	314
Moroz2014	ED3a	0345	315
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13781-42-Calc_Hmm10-BMGE05	315
Ryan2013	genome.opisthokonta	gene29	315
Ryan2013	est.opisthokonta	gene121	316
Moroz2014	ED3a	0439	316
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13578-42-Calc_Hmm10-BMGE05	316
Nosenko2013	ribosomal_14615_smatrix	KOG2767	317
Moroz2014	ED3a	0485	317
Ryan2013	genome.opisthokonta	gene213	317
Nosenko2013	nonribosomal_9187_smatrix	KOG1370	318
Philippe2009	Philippe2009	rps27	318
Philippe2009	Philippe2009	rps26	318
Philippe2009	Philippe2009	rps5	319
Chang2015	Chang2015	srs	319
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META11037-1-42-Calc_Hmm10-BMGE05	319
Philippe2009	Philippe2009	sadhchydrolase-E1	320
Chang2015	Chang2015	vata	320
Philippe2009	Philippe2009	sap40	320
Ryan2013	est.opisthokonta	gene185	321
Borowiec2015	Total1080	OG169.fasta.aln_gene208	321
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14608-42-Calc_Hmm10-BMGE05	321
Ryan2013	genome.opisthokonta	gene178	322
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13057-42-Calc_Hmm10-BMGE05	322
Ryan2013	est.opisthokonta	gene318	322
Ryan2013	genome.opisthokonta	gene206	323
Chang2015	Chang2015	pace2_01	323
Ryan2013	est.opisthokonta	gene55	323
Whelan2017	Metazoa_full	Subset9_01	324
Ryan2013	genome.opisthokonta	gene161	324
Whelan2017	Metazoa_Choano_RCFV_strict	Subset7	324
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14152-42-Calc_Hmm10-BMGE05	325
Whelan2015	Dataset1_FullData	Gene_0619	325
Ryan2013	genome.opisthokonta	gene66	325
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0016	326
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0016	326
Whelan2015	Dataset1_FullData	Gene_0016	326
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0020	327
Whelan2015	Dataset1_FullData	Gene_0020	327
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0020	327
Whelan2015	Dataset1_FullData	Gene_0035	328
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0035	328
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0035	328
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0037	329
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0037	329
Whelan2015	Dataset1_FullData	Gene_0037	329
Whelan2015	Dataset1_FullData	Gene_0041	330
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0041	330
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0041	330
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0045	331
Whelan2015	Dataset1_FullData	Gene_0045	331
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0045	331
Whelan2015	Dataset1_FullData	Gene_0059	332
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0059	332
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0059	332
Whelan2015	Dataset1_FullData	Gene_0062	333
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0062	333
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0062	333
Whelan2015	Dataset1_FullData	Gene_0066	334
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0066	334
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0066	334
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0068	335
Whelan2015	Dataset1_FullData	Gene_0068	335
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0068	335
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0073	336
Whelan2015	Dataset1_FullData	Gene_0073	336
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0073	336
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0076	337
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0076	337
Whelan2015	Dataset1_FullData	Gene_0076	337
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0086	338
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0086	338
Whelan2015	Dataset1_FullData	Gene_0086	338
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0088	339
Whelan2015	Dataset1_FullData	Gene_0088	339
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0088	339
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0090	340
Whelan2015	Dataset1_FullData	Gene_0090	340
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0090	340
Whelan2015	Dataset1_FullData	Gene_0098	341
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0098	341
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0098	341
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0105	342
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0105	342
Whelan2015	Dataset1_FullData	Gene_0105	342
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0120	343
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0120	343
Whelan2015	Dataset1_FullData	Gene_0120	343
Whelan2015	Dataset1_FullData	Gene_0123	344
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0123	344
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0123	344
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0131	345
Whelan2015	Dataset1_FullData	Gene_0131	345
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0131	345
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0135	346
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0135	346
Whelan2015	Dataset1_FullData	Gene_0135	346
Whelan2015	Dataset1_FullData	Gene_0140	347
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0140	347
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0140	347
Whelan2015	Dataset1_FullData	Gene_0144	348
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0144	348
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0144	348
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0146	349
Whelan2015	Dataset1_FullData	Gene_0146	349
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0146	349
Whelan2015	Dataset1_FullData	Gene_0152	350
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0152	350
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0152	350
Whelan2015	Dataset1_FullData	Gene_0156	351
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0156	351
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0156	351
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0169	352
Whelan2015	Dataset1_FullData	Gene_0169	352
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0169	352
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0171	353
Whelan2015	Dataset1_FullData	Gene_0171	353
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0171	353
Whelan2015	Dataset1_FullData	Gene_0177	354
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0177	354
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0177	354
Whelan2015	Dataset1_FullData	Gene_0181	355
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0181	355
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0181	355
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0208	356
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0208	356
Whelan2015	Dataset1_FullData	Gene_0208	356
Whelan2015	Dataset1_FullData	Gene_0251	357
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0251	357
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0251	357
Whelan2015	Dataset1_FullData	Gene_0253	358
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0253	358
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0253	358
Whelan2015	Dataset1_FullData	Gene_0257	359
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0257	359
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0257	359
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0272	360
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0272	360
Whelan2015	Dataset1_FullData	Gene_0272	360
Whelan2015	Dataset1_FullData	Gene_0278	361
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0278	361
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0278	361
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0281	362
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0281	362
Whelan2015	Dataset1_FullData	Gene_0281	362
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0305	363
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0305	363
Whelan2015	Dataset1_FullData	Gene_0305	363
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0311	364
Whelan2015	Dataset1_FullData	Gene_0311	364
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0311	364
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0315	365
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0315	365
Whelan2015	Dataset1_FullData	Gene_0315	365
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0319	366
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0319	366
Whelan2015	Dataset1_FullData	Gene_0319	366
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0327	367
Whelan2015	Dataset1_FullData	Gene_0327	367
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0327	367
Whelan2015	Dataset1_FullData	Gene_0328	368
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0328	368
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0328	368
Whelan2015	Dataset1_FullData	Gene_0340	369
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0340	369
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0340	369
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0348	370
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0348	370
Whelan2015	Dataset1_FullData	Gene_0348	370
Whelan2015	Dataset1_FullData	Gene_0372	371
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0372	371
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0372	371
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0379	372
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0379	372
Whelan2015	Dataset1_FullData	Gene_0379	372
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0380	373
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0380	373
Whelan2015	Dataset1_FullData	Gene_0380	373
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0384	374
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0384	374
Whelan2015	Dataset1_FullData	Gene_0384	374
Whelan2015	Dataset1_FullData	Gene_0390	375
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0390	375
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0390	375
Whelan2015	Dataset1_FullData	Gene_0394	376
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0394	376
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0394	376
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0395	377
Whelan2015	Dataset1_FullData	Gene_0395	377
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0395	377
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0401	378
Whelan2015	Dataset1_FullData	Gene_0401	378
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0401	378
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0407	379
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0407	379
Whelan2015	Dataset1_FullData	Gene_0407	379
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0412	380
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0412	380
Whelan2015	Dataset1_FullData	Gene_0412	380
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0414	381
Whelan2015	Dataset1_FullData	Gene_0414	381
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0414	381
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0415	382
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0415	382
Whelan2015	Dataset1_FullData	Gene_0415	382
Whelan2015	Dataset1_FullData	Gene_0443	383
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0443	383
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0443	383
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0446	384
Whelan2015	Dataset1_FullData	Gene_0446	384
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0446	384
Whelan2015	Dataset1_FullData	Gene_0450	385
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0450	385
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0450	385
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0455	386
Whelan2015	Dataset1_FullData	Gene_0455	386
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0455	386
Whelan2015	Dataset1_FullData	Gene_0470	387
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0470	387
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0470	387
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0513	388
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0513	388
Whelan2015	Dataset1_FullData	Gene_0513	388
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0519	389
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0519	389
Whelan2015	Dataset1_FullData	Gene_0519	389
Whelan2015	Dataset1_FullData	Gene_0524	390
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0524	390
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0524	390
Whelan2015	Dataset1_FullData	Gene_0529	391
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0529	391
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0529	391
Whelan2015	Dataset1_FullData	Gene_0557	392
